id_control,Descripcion_control,Id_tipo_estgia_control,Id_tipo_med_control,Id_tipo_Qcontrol,Id_valoracion_residual,id_valoracion_residual
798,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,798,282
799,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,B,799,282
800,1. Uso de herramientas adecuadas.,M,ADM,A,800,282
801,Puntos de anclaje,M,ELI,A,801,283
802,Probadores de energia Multitester Revelador de tension,P,INH,C,802,283
803,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,EPP,A,803,283
804,Instalacion de silenciadores en ventiladores,M,SUS,E,804,283
805,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,E,805,283
806,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ADM,B,806,284
807,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,807,284
808,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,B,808,284
809,lineas de vida,M,EPP,A,809,284
810,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ELI,D,810,285
811,Uso de equipos personal de proteccion anticaidas.,M,SUS,B,811,285
812,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,C,812,285
813,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,D,813,286
814,Uso de equipos personal de proteccion anticaidas.,P,ADM,B,814,286
815,Uso del drenaje ecologico tipo check.,M,SUS,B,815,286
816,Uso de equipos personal de proteccion anticaidas.,M,INH,C,816,287
817,1. Bandejas,P,INH,A,817,287
818,Descripcion,P,INH,B,818,287
819,1. Senalizacion,P,INH,E,819,288
820,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,SUS,A,820,288
821,1. Uso de herramientas adecuadas.,P,SUS,C,821,289
822,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,C,822,289
823,Uso del drenaje ecologico tipo check.,P,ADM,E,823,289
824,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,SUS,A,824,290
825,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ELI,C,825,290
826,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,E,826,290
827,1. Uso de herramientas adecuadas.,P,SUS,A,827,291
828,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,ADM,B,828,291
829,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ADM,B,829,291
830,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,E,830,291
831,Instalacion de silenciadores en ventiladores,P,INH,A,831,291
832,Descripcion,M,EPP,C,832,292
833,Barbiquejo,P,SUS,D,833,292
834,Instalacion de silenciadores en ventiladores,P,INH,D,834,293
835,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ADM,E,835,293
836,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,SUS,B,836,293
837,Desenergizar y bloquear  fuente de energia,P,ADM,C,837,294
838,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ADM,A,838,294
839,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,A,839,294
840,1. Uso de herramientas adecuadas.,M,INH,B,840,294
841,Descripcion,P,EPP,A,841,294
842,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ADM,B,842,295
843,Respirador y filtros de polvo,P,SUS,C,843,295
844,Instalacion de silenciadores en ventiladores,P,ADM,E,844,296
845,1. Uso de herramientas adecuadas.,P,SUS,B,845,297
846,Orejeras Tapones auditivos,P,INH,D,846,297
847,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,D,847,297
848,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ADM,A,848,297
849,Colocacion de Barreras  Solidas,M,ELI,C,849,297
850,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,A,850,298
851,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,ELI,A,851,298
852,1. Senalizacion,P,ADM,E,852,298
853,1. Bandejas,M,EPP,B,853,298
854,Casco de Seguridad,P,EPP,E,854,298
855,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,D,855,299
856,Extintores en Zona de trabajo,P,EPP,B,856,299
857,lineas de vida,M,SUS,D,857,299
858,Probadores de energia Multitester Revelador de tension,M,ELI,C,858,299
859,Instalacion de silenciadores en ventiladores,M,EPP,D,859,300
860,Respirador y filtros de polvo,P,EPP,A,860,300
861,Timbre de operatividad Circulina de operatividad,P,SUS,D,861,300
862,guantes de cuero o anticorte.,P,INH,B,862,301
863,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,M,ELI,E,863,301
864,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ADM,C,864,301
865,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,C,865,302
866,Orejeras Tapones auditivos,M,INH,C,866,302
867,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ADM,A,867,302
868,Probadores de energia Multitester Revelador de tension,M,ADM,A,868,302
869,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,E,869,302
870,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ADM,E,870,303
871,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,E,871,303
872,guantes de cuero o anticorte.,P,ELI,D,872,303
873,Orejeras Tapones auditivos,M,ADM,C,873,303
874,Uso de equipos personal de proteccion anticaidas.,M,INH,C,874,304
875,Uso de equipos personal de proteccion anticaidas.,M,INH,A,875,304
876,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,C,876,305
877,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,INH,C,877,305
878,Probadores de energia Multitester Revelador de tension,P,INH,D,878,305
879,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ADM,C,879,305
880,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ELI,D,880,305
881,Casco de Seguridad,M,ADM,D,881,306
882,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,A,882,306
883,Orejeras Tapones auditivos,M,ADM,A,883,306
884,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,B,884,306
885,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,EPP,D,885,307
886,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,EPP,E,886,307
887,Desenergizar y bloquear  fuente de energia,P,INH,C,887,308
888,Instalacion de silenciadores en ventiladores,M,INH,C,888,308
889,Orejeras Tapones auditivos,M,EPP,B,889,309
890,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,B,890,309
891,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,ELI,D,891,309
892,1. Senalizacion,P,EPP,E,892,310
893,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,SUS,B,893,310
894,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ADM,D,894,310
895,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,ELI,E,895,310
896,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,P,INH,B,896,311
897,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,B,897,312
898,Casco de Seguridad,P,ELI,C,898,312
899,guantes de cuero o anticorte.,P,EPP,E,899,312
900,Orejeras Tapones auditivos,M,INH,B,900,312
901,Instalacion de silenciadores en ventiladores,M,SUS,D,901,312
902,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ELI,E,902,313
903,Orejeras Tapones auditivos,P,EPP,E,903,313
904,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,C,904,313
905,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,C,905,313
906,kits de contingencia,M,INH,E,906,313
907,Barbiquejo,M,INH,A,907,314
908,Barbiquejo,M,INH,C,908,314
909,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,INH,C,909,314
910,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,E,910,315
911,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,E,911,316
912,Probadores de energia Multitester Revelador de tension,P,ELI,A,912,316
913,1. Bandejas,M,EPP,C,913,316
914,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,E,914,317
915,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,EPP,D,915,317
916,Colocacion de Barreras  Solidas,M,SUS,B,916,318
917,Uso de equipos personal de proteccion anticaidas.,M,ELI,B,917,318
918,Descripcion,M,EPP,E,918,318
919,delimitacion de areas 2. Mantener orden y limpieza,P,SUS,B,919,318
920,Descripcion,M,ADM,B,920,318
921,Uso del drenaje ecologico tipo check.,M,INH,A,921,319
922,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,INH,E,922,319
923,Colocacion de Barreras  Solidas,M,SUS,B,923,319
924,Uso del drenaje ecologico tipo check.,P,SUS,D,924,320
925,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,ELI,E,925,320
926,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,C,926,320
927,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,SUS,A,927,320
928,guantes de cuero o anticorte.,M,EPP,B,928,321
929,Orejeras Tapones auditivos,M,INH,A,929,321
930,Casco de Seguridad,P,SUS,E,930,322
931,1. Senalizacion,P,ELI,C,931,322
932,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,SUS,E,932,322
933,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,INH,D,933,322
934,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,A,934,322
935,Orejeras Tapones auditivos,P,SUS,A,935,323
936,1. Uso de herramientas adecuadas.,M,ADM,D,936,323
937,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ADM,B,937,323
938,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,INH,B,938,323
939,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ADM,B,939,324
940,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,940,325
941,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,ADM,B,941,325
942,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,INH,B,942,325
943,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,D,943,326
944,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,SUS,A,944,326
945,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,B,945,326
946,Orejeras Tapones auditivos,P,ELI,B,946,327
947,Instalacion de silenciadores en ventiladores,M,INH,E,947,327
948,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,INH,E,948,327
949,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ADM,E,949,327
950,1. Uso de herramientas adecuadas.,M,ELI,E,950,327
951,Orejeras Tapones auditivos,M,ADM,E,951,328
952,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,ADM,A,952,329
953,Orejeras Tapones auditivos,M,EPP,A,953,329
954,delimitacion de areas 2. Mantener orden y limpieza,M,SUS,A,954,329
955,Uso de equipos personal de proteccion anticaidas.,P,ADM,C,955,329
956,Uso de equipos personal de proteccion anticaidas.,P,ELI,E,956,330
957,Orejeras Tapones auditivos,M,SUS,C,957,330
958,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,INH,D,958,330
959,Barbiquejo,P,EPP,C,959,330
960,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,EPP,C,960,331
961,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ELI,E,961,331
962,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,E,962,331
963,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,E,963,331
964,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ADM,E,964,331
965,Instalacion de silenciadores en ventiladores,P,EPP,D,965,332
966,Desenergizar y bloquear  fuente de energia,P,EPP,D,966,333
967,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ADM,B,967,333
968,Descripcion,M,ADM,B,968,334
969,Extintores en Zona de trabajo,M,SUS,C,969,334
970,Descripcion,P,EPP,E,970,335
971,guantes de cuero o anticorte.,P,SUS,D,971,335
972,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,B,972,336
973,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,A,973,336
974,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,SUS,D,974,336
975,Extintores en Zona de trabajo,P,ADM,C,975,337
976,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ADM,C,976,338
977,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ADM,E,977,338
978,Respirador y filtros de polvo,P,SUS,B,978,338
979,1. Senalizacion,P,ELI,A,979,338
980,Uso de equipos personal de proteccion anticaidas.,M,ADM,E,980,338
981,Desenergizar y bloquear  fuente de energia,M,ELI,B,981,339
982,Uso de equipos personal de proteccion anticaidas.,P,ADM,D,982,339
983,Extintores en Zona de trabajo,P,INH,A,983,339
984,Uso de equipos personal de proteccion anticaidas.,P,ADM,B,984,339
985,Extintores en Zona de trabajo,P,SUS,E,985,339
986,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,B,986,340
987,Extintores en Zona de trabajo,M,ADM,E,987,341
988,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,EPP,C,988,342
989,Timbre de operatividad Circulina de operatividad,P,ELI,D,989,342
990,Puntos de anclaje,P,ADM,E,990,343
991,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,C,991,343
992,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,A,992,343
993,Respirador y filtros de polvo,M,ADM,E,993,343
994,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,INH,E,994,343
995,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,EPP,E,995,344
996,Probadores de energia Multitester Revelador de tension,P,ELI,A,996,344
997,Zapatos de seguridad con planta de caucho o material antideslizante.,M,SUS,D,997,344
998,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,INH,A,998,345
999,delimitacion de areas 2. Mantener orden y limpieza,P,SUS,B,999,345
1000,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ELI,E,1000,345
