id_incidente,descripcion_incidente,fecha,criticidad,usuario_involucrado,medidas_tomadas
849,incidente de phishing detectado en correo,2024-05-18,alta,,medidas tomadas para resolver el incidente
850,ataque ddos en el servidor de la empresa,2024-07-26,media,pedro.juarez,medidas tomadas para resolver el incidente
851,incidente de phishing detectado en correo,2024-06-05,media,ana.lopez,medidas tomadas para resolver el incidente
852,fallo en la autenticación de dos factores,2024-08-17,alta,,medidas tomadas para resolver el incidente
853,fallo en la autenticación de dos factores,2024-11-09,baja,juan.perez,medidas tomadas para resolver el incidente
854,problema en el sistema de autenticación,2024-04-22,baja,jose.rodriguez,medidas tomadas para resolver el incidente
855,acceso no autorizado a base de datos,2024-05-14,media,maria.gomez,medidas tomadas para resolver el incidente
856,fallo en la autenticación de dos factores,2024-09-28,baja,carlos.smith,medidas tomadas para resolver el incidente
857,fallo en la autenticación de dos factores,2024-04-02,media,carlos.smith,medidas tomadas para resolver el incidente
858,fallo en la autenticación de dos factores,2024-11-02,alta,,medidas tomadas para resolver el incidente
859,incidente de phishing detectado en correo,2024-05-11,baja,laura.martinez,medidas tomadas para resolver el incidente
860,fallo en la autenticación de dos factores,2024-09-02,alta,juan.perez,medidas tomadas para resolver el incidente
861,explotación de vulnerabilidad en servidor web,2024-07-08,alta,jose.rodriguez,medidas tomadas para resolver el incidente
862,explotación de vulnerabilidad en servidor web,2024-07-05,alta,ana.lopez,medidas tomadas para resolver el incidente
863,incidente de phishing detectado en correo,2024-07-30,media,maria.gomez,medidas tomadas para resolver el incidente
864,acceso no autorizado a la red de administración,2024-09-04,baja,maria.gomez,medidas tomadas para resolver el incidente
865,acceso no autorizado a la red de administración,2024-07-24,baja,carlos.smith,medidas tomadas para resolver el incidente
866,problema en el sistema de autenticación,2024-03-12,media,ana.lopez,medidas tomadas para resolver el incidente
867,ataque ddos en el servidor de la empresa,2024-02-21,media,carlos.smith,medidas tomadas para resolver el incidente
868,acceso no autorizado a la red de administración,2024-08-22,baja,pedro.juarez,medidas tomadas para resolver el incidente
869,incidente de phishing detectado en correo,2024-03-07,baja,maria.gomez,medidas tomadas para resolver el incidente
870,acceso no autorizado a base de datos,2024-03-23,baja,jose.rodriguez,medidas tomadas para resolver el incidente
871,explotación de vulnerabilidad en servidor web,2024-02-15,media,pedro.juarez,medidas tomadas para resolver el incidente
872,intento de acceso sospechoso a la red interna,2024-06-01,media,juan.perez,medidas tomadas para resolver el incidente
873,acceso no autorizado a base de datos,2024-09-16,alta,ana.lopez,medidas tomadas para resolver el incidente
874,problema en el sistema de autenticación,2024-08-20,media,carlos.smith,medidas tomadas para resolver el incidente
875,explotación de vulnerabilidad en servidor web,2024-01-26,alta,pedro.juarez,medidas tomadas para resolver el incidente
876,fallo en la autenticación de dos factores,2024-07-03,baja,maria.gomez,medidas tomadas para resolver el incidente
877,acceso no autorizado a la red de administración,2024-11-27,alta,laura.martinez,medidas tomadas para resolver el incidente
878,fallo en la autenticación de dos factores,2024-05-29,media,juan.perez,medidas tomadas para resolver el incidente
879,explotación de vulnerabilidad en servidor web,2024-06-07,baja,jose.rodriguez,medidas tomadas para resolver el incidente
880,incidente de phishing detectado en correo,2024-08-30,baja,carlos.smith,medidas tomadas para resolver el incidente
881,fallo en la autenticación de dos factores,2024-08-13,media,pedro.juarez,medidas tomadas para resolver el incidente
882,fallo en la autenticación de dos factores,2024-11-01,baja,laura.martinez,medidas tomadas para resolver el incidente
883,acceso no autorizado a base de datos,2024-12-12,media,ana.lopez,medidas tomadas para resolver el incidente
884,ataque ddos en el servidor de la empresa,2024-04-19,media,maria.gomez,medidas tomadas para resolver el incidente
885,incidente de phishing detectado en correo,2024-02-14,media,pedro.juarez,medidas tomadas para resolver el incidente
886,ataque ddos en el servidor de la empresa,2024-07-28,baja,,medidas tomadas para resolver el incidente
887,incidente de phishing detectado en correo,2024-07-26,baja,laura.martinez,medidas tomadas para resolver el incidente
888,ataque ddos en el servidor de la empresa,2024-03-17,alta,,medidas tomadas para resolver el incidente
889,fallo en la autenticación de dos factores,2024-07-01,media,pedro.juarez,medidas tomadas para resolver el incidente
890,fallo en la autenticación de dos factores,2024-02-10,media,,medidas tomadas para resolver el incidente
891,incidente de phishing detectado en correo,2024-12-16,media,,medidas tomadas para resolver el incidente
892,fallo en la autenticación de dos factores,2024-08-26,baja,,medidas tomadas para resolver el incidente
893,fallo en la autenticación de dos factores,2024-11-02,media,ana.lopez,medidas tomadas para resolver el incidente
894,fallo en la autenticación de dos factores,2024-03-30,alta,maria.gomez,medidas tomadas para resolver el incidente
895,fallo en la autenticación de dos factores,2024-08-21,media,jose.rodriguez,medidas tomadas para resolver el incidente
896,problema en el sistema de autenticación,2024-04-24,alta,juan.perez,medidas tomadas para resolver el incidente
897,incidente de phishing detectado en correo,2024-06-06,media,carlos.smith,medidas tomadas para resolver el incidente
898,acceso no autorizado a base de datos,2024-07-29,baja,carlos.smith,medidas tomadas para resolver el incidente
899,problema en el sistema de autenticación,2024-01-25,baja,pedro.juarez,medidas tomadas para resolver el incidente
900,acceso no autorizado a base de datos,2024-03-04,media,jose.rodriguez,medidas tomadas para resolver el incidente
901,acceso no autorizado a base de datos,2024-07-04,media,carlos.smith,medidas tomadas para resolver el incidente
902,acceso no autorizado a base de datos,2024-10-14,baja,juan.perez,medidas tomadas para resolver el incidente
903,incidente de phishing detectado en correo,2024-02-19,media,,medidas tomadas para resolver el incidente
904,problema en el sistema de autenticación,2024-08-09,baja,,medidas tomadas para resolver el incidente
905,ataque ddos en el servidor de la empresa,2024-08-02,alta,carlos.smith,medidas tomadas para resolver el incidente
906,ataque ddos en el servidor de la empresa,2024-12-27,baja,jose.rodriguez,medidas tomadas para resolver el incidente
907,acceso no autorizado a base de datos,2024-03-26,media,ana.lopez,medidas tomadas para resolver el incidente
908,incidente de phishing detectado en correo,2024-03-24,baja,carlos.smith,medidas tomadas para resolver el incidente
909,incidente de phishing detectado en correo,2024-05-17,media,jose.rodriguez,medidas tomadas para resolver el incidente
910,ataque ddos en el servidor de la empresa,2024-05-28,media,ana.lopez,medidas tomadas para resolver el incidente
911,intento de acceso sospechoso a la red interna,2024-08-07,baja,,medidas tomadas para resolver el incidente
912,intento de acceso sospechoso a la red interna,2024-03-15,media,juan.perez,medidas tomadas para resolver el incidente
913,explotación de vulnerabilidad en servidor web,2024-08-27,alta,,medidas tomadas para resolver el incidente
914,acceso no autorizado a base de datos,2024-01-18,alta,jose.rodriguez,medidas tomadas para resolver el incidente
915,problema en el sistema de autenticación,2024-03-27,media,carlos.smith,medidas tomadas para resolver el incidente
916,incidente de phishing detectado en correo,2024-01-10,alta,jose.rodriguez,medidas tomadas para resolver el incidente
917,problema en el sistema de autenticación,2024-04-03,alta,,medidas tomadas para resolver el incidente
918,incidente de phishing detectado en correo,2024-03-28,baja,jose.rodriguez,medidas tomadas para resolver el incidente
919,acceso no autorizado a la red de administración,2024-06-11,baja,juan.perez,medidas tomadas para resolver el incidente
920,explotación de vulnerabilidad en servidor web,2024-08-27,alta,laura.martinez,medidas tomadas para resolver el incidente
921,acceso no autorizado a base de datos,2024-12-22,baja,pedro.juarez,medidas tomadas para resolver el incidente
922,intento de acceso sospechoso a la red interna,2024-03-29,alta,,medidas tomadas para resolver el incidente
923,intento de acceso sospechoso a la red interna,2024-05-01,media,juan.perez,medidas tomadas para resolver el incidente
924,ataque ddos en el servidor de la empresa,2024-01-14,media,carlos.smith,medidas tomadas para resolver el incidente
925,acceso no autorizado a la red de administración,2024-12-08,media,carlos.smith,medidas tomadas para resolver el incidente
926,incidente de phishing detectado en correo,2024-12-11,baja,pedro.juarez,medidas tomadas para resolver el incidente
927,acceso no autorizado a la red de administración,2024-03-25,alta,,medidas tomadas para resolver el incidente
928,acceso no autorizado a base de datos,2024-12-18,alta,,medidas tomadas para resolver el incidente
929,explotación de vulnerabilidad en servidor web,2024-12-16,baja,maria.gomez,medidas tomadas para resolver el incidente
930,incidente de phishing detectado en correo,2024-01-06,alta,juan.perez,medidas tomadas para resolver el incidente
931,acceso no autorizado a base de datos,2024-11-08,baja,jose.rodriguez,medidas tomadas para resolver el incidente
932,acceso no autorizado a base de datos,2024-06-06,alta,,medidas tomadas para resolver el incidente
933,acceso no autorizado a la red de administración,2024-04-13,baja,laura.martinez,medidas tomadas para resolver el incidente
934,problema en el sistema de autenticación,2024-10-28,baja,juan.perez,medidas tomadas para resolver el incidente
935,problema en el sistema de autenticación,2024-04-19,alta,carlos.smith,medidas tomadas para resolver el incidente
936,acceso no autorizado a base de datos,2024-08-28,baja,ana.lopez,medidas tomadas para resolver el incidente
937,acceso no autorizado a la red de administración,2024-03-27,baja,,medidas tomadas para resolver el incidente
938,acceso no autorizado a base de datos,2024-04-07,baja,carlos.smith,medidas tomadas para resolver el incidente
939,explotación de vulnerabilidad en servidor web,2024-01-06,media,,medidas tomadas para resolver el incidente
940,ataque ddos en el servidor de la empresa,2024-10-07,baja,,medidas tomadas para resolver el incidente
941,intento de acceso sospechoso a la red interna,2024-08-19,alta,laura.martinez,medidas tomadas para resolver el incidente
942,acceso no autorizado a base de datos,2024-05-03,media,maria.gomez,medidas tomadas para resolver el incidente
943,acceso no autorizado a base de datos,2024-05-11,baja,ana.lopez,medidas tomadas para resolver el incidente
944,fallo en la autenticación de dos factores,2024-04-04,alta,carlos.smith,medidas tomadas para resolver el incidente
945,ataque ddos en el servidor de la empresa,2024-03-12,media,pedro.juarez,medidas tomadas para resolver el incidente
946,intento de acceso sospechoso a la red interna,2024-07-09,baja,pedro.juarez,medidas tomadas para resolver el incidente
947,acceso no autorizado a la red de administración,2024-02-07,baja,,medidas tomadas para resolver el incidente
948,acceso no autorizado a base de datos,2024-01-20,alta,maria.gomez,medidas tomadas para resolver el incidente
949,explotación de vulnerabilidad en servidor web,2024-10-30,alta,,medidas tomadas para resolver el incidente
950,problema en el sistema de autenticación,2024-01-01,baja,maria.gomez,medidas tomadas para resolver el incidente
951,ataque ddos en el servidor de la empresa,2024-11-01,alta,,medidas tomadas para resolver el incidente
952,problema en el sistema de autenticación,2024-10-27,media,carlos.smith,medidas tomadas para resolver el incidente
953,acceso no autorizado a la red de administración,2024-09-29,alta,,medidas tomadas para resolver el incidente
954,acceso no autorizado a base de datos,2024-03-27,media,pedro.juarez,medidas tomadas para resolver el incidente
955,explotación de vulnerabilidad en servidor web,2024-09-05,alta,,medidas tomadas para resolver el incidente
956,acceso no autorizado a base de datos,2024-04-01,media,jose.rodriguez,medidas tomadas para resolver el incidente
957,acceso no autorizado a base de datos,2024-07-03,alta,laura.martinez,medidas tomadas para resolver el incidente
958,acceso no autorizado a base de datos,2024-02-04,alta,pedro.juarez,medidas tomadas para resolver el incidente
959,acceso no autorizado a base de datos,2024-04-27,media,ana.lopez,medidas tomadas para resolver el incidente
960,incidente de phishing detectado en correo,2024-10-20,baja,jose.rodriguez,medidas tomadas para resolver el incidente
961,problema en el sistema de autenticación,2024-06-22,media,juan.perez,medidas tomadas para resolver el incidente
962,incidente de phishing detectado en correo,2024-03-08,baja,,medidas tomadas para resolver el incidente
963,acceso no autorizado a la red de administración,2024-11-11,media,maria.gomez,medidas tomadas para resolver el incidente
964,problema en el sistema de autenticación,2024-05-24,media,ana.lopez,medidas tomadas para resolver el incidente
965,ataque ddos en el servidor de la empresa,2024-06-12,alta,,medidas tomadas para resolver el incidente
966,problema en el sistema de autenticación,2024-03-28,baja,jose.rodriguez,medidas tomadas para resolver el incidente
967,acceso no autorizado a la red de administración,2024-01-29,alta,,medidas tomadas para resolver el incidente
968,incidente de phishing detectado en correo,2024-09-19,baja,,medidas tomadas para resolver el incidente
969,acceso no autorizado a base de datos,2024-04-06,alta,pedro.juarez,medidas tomadas para resolver el incidente
970,acceso no autorizado a la red de administración,2024-03-14,alta,ana.lopez,medidas tomadas para resolver el incidente
971,acceso no autorizado a la red de administración,2024-02-13,media,pedro.juarez,medidas tomadas para resolver el incidente
972,incidente de phishing detectado en correo,2024-07-16,baja,jose.rodriguez,medidas tomadas para resolver el incidente
973,ataque ddos en el servidor de la empresa,2024-03-25,media,maria.gomez,medidas tomadas para resolver el incidente
974,problema en el sistema de autenticación,2024-05-05,alta,maria.gomez,medidas tomadas para resolver el incidente
975,explotación de vulnerabilidad en servidor web,2024-10-09,baja,juan.perez,medidas tomadas para resolver el incidente
976,ataque ddos en el servidor de la empresa,2024-10-27,baja,pedro.juarez,medidas tomadas para resolver el incidente
977,fallo en la autenticación de dos factores,2024-07-14,alta,laura.martinez,medidas tomadas para resolver el incidente
978,intento de acceso sospechoso a la red interna,2024-08-30,baja,ana.lopez,medidas tomadas para resolver el incidente
979,explotación de vulnerabilidad en servidor web,2024-03-18,baja,ana.lopez,medidas tomadas para resolver el incidente
980,acceso no autorizado a base de datos,2024-11-23,alta,,medidas tomadas para resolver el incidente
981,explotación de vulnerabilidad en servidor web,2024-03-16,media,carlos.smith,medidas tomadas para resolver el incidente
982,incidente de phishing detectado en correo,2024-04-20,alta,juan.perez,medidas tomadas para resolver el incidente
983,acceso no autorizado a la red de administración,2024-01-10,alta,jose.rodriguez,medidas tomadas para resolver el incidente
984,problema en el sistema de autenticación,2024-12-29,baja,,medidas tomadas para resolver el incidente
985,fallo en la autenticación de dos factores,2024-05-23,media,,medidas tomadas para resolver el incidente
986,fallo en la autenticación de dos factores,2024-11-09,baja,juan.perez,medidas tomadas para resolver el incidente
987,problema en el sistema de autenticación,2024-04-25,alta,maria.gomez,medidas tomadas para resolver el incidente
988,fallo en la autenticación de dos factores,2024-05-06,media,maria.gomez,medidas tomadas para resolver el incidente
989,problema en el sistema de autenticación,2024-08-12,baja,maria.gomez,medidas tomadas para resolver el incidente
990,problema en el sistema de autenticación,2024-04-05,baja,carlos.smith,medidas tomadas para resolver el incidente
991,fallo en la autenticación de dos factores,2024-02-05,media,maria.gomez,medidas tomadas para resolver el incidente
992,acceso no autorizado a base de datos,2024-10-08,media,pedro.juarez,medidas tomadas para resolver el incidente
993,incidente de phishing detectado en correo,2024-04-02,media,juan.perez,medidas tomadas para resolver el incidente
994,acceso no autorizado a la red de administración,2024-12-05,baja,maria.gomez,medidas tomadas para resolver el incidente
995,intento de acceso sospechoso a la red interna,2024-02-14,alta,,medidas tomadas para resolver el incidente
996,explotación de vulnerabilidad en servidor web,2024-01-29,baja,ana.lopez,medidas tomadas para resolver el incidente
997,intento de acceso sospechoso a la red interna,2024-01-15,baja,carlos.smith,medidas tomadas para resolver el incidente
998,problema en el sistema de autenticación,2024-04-29,alta,,medidas tomadas para resolver el incidente
999,intento de acceso sospechoso a la red interna,2024-04-16,baja,,medidas tomadas para resolver el incidente
1000,problema en el sistema de autenticación,2024-03-18,media,laura.martinez,medidas tomadas para resolver el incidente
