"Id_Notificacion","Id_Administrador","Tipo_Evento","Fecha_Hora_Notificacion","Estado_Notificacion","Mensaje_Notificacion","Prioridad","Id_Sesion","Id_autenticacion"
"611","3","Fallo de Autenticación","2024-04-06 19:25:11","Pendiente","Fallo de Autenticación detectado desde Pucallpa, Peru","Alta","221","970"
"612","3","Cambio de Contraseña","2023-01-03 01:17:39","Resuelta","Cambio de Contraseña detectado desde Sullana, Peru","Media","183","605"
"613","1","Cambio de Contraseña","2024-02-22 09:35:40","Leída","Cambio de Contraseña detectado desde Cajamarca, Peru","Alta","26","309"
"614","1","Sesión Sospechosa","2024-08-22 13:58:47","Enviada","Sesión Sospechosa detectado desde Huancayo, Peru","Media","127","192"
"615","4","Sesión Sospechosa","2023-12-03 03:30:15","Investigando","Sesión Sospechosa detectado desde Tacna, Peru","Baja","404","819"
"616","4","Inicio de Sesión No Reconocido","2023-11-06 07:14:57","En Proceso","Inicio de Sesión No Reconocido detectado desde Pisco, Peru","Media","878","408"
"617","1","Recuperación de Contraseña","2024-12-05 14:47:16","Enviada","Recuperación de Contraseña detectado desde Puerto Maldonado, Peru","Media","627","30"
"618","5","Acceso Bloqueado","2023-02-10 10:45:08","Enviada","Acceso Bloqueado detectado desde Cajamarca, Peru","Alta","563","351"
"619","3","Intento de Hackeo","2023-06-07 10:17:09","Investigando","Intento de Hackeo detectado desde Cajamarca, Peru","Media","406","237"
"620","1","Sesión Sospechosa","2023-02-01 00:11:38","Leída","Sesión Sospechosa detectado desde Pucallpa, Peru","Baja","1","387"
"621","3","Acceso Permitido","2023-11-05 11:51:09","Leída","Acceso Permitido detectado desde Moquegua, Peru","Alta","54","725"
"622","2","Cambio de Contraseña","2024-01-10 10:33:22","Enviada","Cambio de Contraseña detectado desde Pisco, Peru","Alta","209","839"
"623","4","Sesión Expirada","2024-02-26 09:41:35","En Proceso","Sesión Expirada detectado desde Pucallpa, Peru","Alta","475","252"
"624","2","Sesión Expirada","2024-06-30 15:45:18","Pendiente","Sesión Expirada detectado desde Moquegua, Peru","Baja","105","316"
"625","4","Intento de Hackeo","2024-01-20 21:52:28","En Proceso","Intento de Hackeo detectado desde Trujillo, Peru","Baja","562","441"
"626","5","Sesión Sospechosa","2024-08-18 15:45:41","Resuelta","Sesión Sospechosa detectado desde Pisco, Peru","Alta","693","382"
"627","3","Reintento de Autenticación","2024-01-13 21:00:37","Pendiente","Reintento de Autenticación detectado desde Pucallpa, Peru","Alta","77","453"
"628","1","Sesión Sospechosa","2024-04-30 22:04:10","Pendiente","Sesión Sospechosa detectado desde Tumbes, Peru","Baja","754","800"
"629","3","Acceso Permitido","2024-11-24 10:28:39","Resuelta","Acceso Permitido detectado desde Huancayo, Peru","Media","138","161"
"630","4","Fallo de Autenticación","2023-07-06 06:10:07","Resuelta","Fallo de Autenticación detectado desde Cajamarca, Peru","Baja","220","542"
"631","4","Reintento de Autenticación","2023-09-02 15:00:52","Resuelta","Reintento de Autenticación detectado desde Trujillo, Peru","Media","892","400"
"632","3","Inicio de Sesión No Reconocido","2024-06-10 00:25:00","En Proceso","Inicio de Sesión No Reconocido detectado desde Sullana, Peru","Alta","127","328"
"633","4","Acceso Bloqueado","2023-01-14 14:25:58","En Proceso","Acceso Bloqueado detectado desde Puerto Maldonado, Peru","Baja","319","381"
"634","1","Acceso Bloqueado","2023-07-28 05:01:25","Pendiente","Acceso Bloqueado detectado desde Tacna, Peru","Baja","778","683"
"635","1","Inicio de Sesión No Reconocido","2023-10-17 04:14:52","Pendiente","Inicio de Sesión No Reconocido detectado desde Tacna, Peru","Alta","413","924"
"636","2","Intento de Hackeo","2023-02-12 22:20:30","Resuelta","Intento de Hackeo detectado desde Ayacucho, Peru","Baja","243","474"
"637","3","Recuperación de Contraseña","2024-07-13 18:49:04","Pendiente","Recuperación de Contraseña detectado desde Cusco, Peru","Alta","730","238"
"638","2","Sesión Sospechosa","2024-02-10 18:27:08","Resuelta","Sesión Sospechosa detectado desde Huaraz, Peru","Media","775","892"
"639","3","Inicio de Sesión No Reconocido","2024-03-22 08:59:36","Resuelta","Inicio de Sesión No Reconocido detectado desde Pucallpa, Peru","Baja","111","564"
"640","5","Inicio de Sesión No Reconocido","2024-11-14 09:22:22","En Proceso","Inicio de Sesión No Reconocido detectado desde Pisco, Peru","Baja","71","2"
"641","5","Fallo de Autenticación","2024-10-23 02:25:40","Enviada","Fallo de Autenticación detectado desde Cajamarca, Peru","Media","294","768"
"642","4","Acceso Permitido","2024-07-01 17:37:18","Enviada","Acceso Permitido detectado desde Moquegua, Peru","Baja","561","348"
"643","4","Sesión Sospechosa","2023-11-21 03:57:58","Resuelta","Sesión Sospechosa detectado desde Juliaca, Peru","Alta","101","855"
"644","4","Sesión Expirada","2024-09-24 02:49:35","Resuelta","Sesión Expirada detectado desde Huancayo, Peru","Media","894","38"
"645","3","Sesión Expirada","2024-01-11 20:18:29","Investigando","Sesión Expirada detectado desde Cusco, Peru","Alta","434","182"
"646","1","Sesión Sospechosa","2023-03-31 04:32:17","Investigando","Sesión Sospechosa detectado desde Trujillo, Peru","Baja","129","264"
"647","3","Acceso Bloqueado","2023-05-03 14:49:11","Leída","Acceso Bloqueado detectado desde Pucallpa, Peru","Alta","37","523"
"648","2","Recuperación de Contraseña","2023-06-17 22:18:41","Enviada","Recuperación de Contraseña detectado desde Trujillo, Peru","Media","59","529"
"649","4","Cambio de Contraseña","2024-06-29 07:34:29","En Proceso","Cambio de Contraseña detectado desde Trujillo, Peru","Baja","88","409"
"650","5","Inicio de Sesión No Reconocido","2023-06-09 02:27:58","Investigando","Inicio de Sesión No Reconocido detectado desde Huaraz, Peru","Baja","727","323"
"651","3","Acceso Permitido","2024-02-02 14:11:35","Investigando","Acceso Permitido detectado desde Chiclayo, Peru","Alta","308","108"
"652","2","Acceso Permitido","2023-10-02 01:35:01","Enviada","Acceso Permitido detectado desde Tacna, Peru","Alta","612","312"
"653","3","Intento de Hackeo","2023-03-31 10:08:58","Pendiente","Intento de Hackeo detectado desde Sullana, Peru","Media","897","835"
"654","3","Inicio de Sesión No Reconocido","2023-08-27 14:33:30","Leída","Inicio de Sesión No Reconocido detectado desde Lima, Peru","Media","15","918"
"655","2","Reintento de Autenticación","2024-09-07 03:23:38","Resuelta","Reintento de Autenticación detectado desde Juliaca, Peru","Baja","648","871"
"656","5","Acceso Permitido","2023-07-28 04:30:31","En Proceso","Acceso Permitido detectado desde Chiclayo, Peru","Media","243","482"
"657","5","Inicio de Sesión No Reconocido","2024-08-27 23:59:04","Leída","Inicio de Sesión No Reconocido detectado desde Chiclayo, Peru","Baja","930","379"
"658","4","Intento de Hackeo","2023-05-01 02:16:16","Pendiente","Intento de Hackeo detectado desde Huancayo, Peru","Baja","935","584"
"659","4","Inicio de Sesión No Reconocido","2023-06-27 23:09:00","En Proceso","Inicio de Sesión No Reconocido detectado desde Cajamarca, Peru","Baja","676","845"
"660","5","Acceso Permitido","2023-08-04 07:02:31","Investigando","Acceso Permitido detectado desde Cusco, Peru","Baja","215","853"
"661","3","Sesión Sospechosa","2023-09-21 09:14:41","Enviada","Sesión Sospechosa detectado desde Sullana, Peru","Media","52","338"
"662","2","Sesión Sospechosa","2024-01-23 17:26:55","Pendiente","Sesión Sospechosa detectado desde Arequipa, Peru","Baja","370","314"
"663","2","Fallo de Autenticación","2023-06-09 16:59:59","Leída","Fallo de Autenticación detectado desde Huancayo, Peru","Baja","937","322"
"664","5","Intento de Hackeo","2024-09-01 03:31:20","Resuelta","Intento de Hackeo detectado desde Tumbes, Peru","Baja","307","162"
"665","2","Fallo de Autenticación","2024-01-06 00:14:04","Resuelta","Fallo de Autenticación detectado desde Arequipa, Peru","Baja","719","138"
"666","4","Cambio de Contraseña","2024-02-15 03:10:19","Resuelta","Cambio de Contraseña detectado desde Chiclayo, Peru","Baja","236","366"
"667","4","Sesión Sospechosa","2024-10-21 16:56:49","Pendiente","Sesión Sospechosa detectado desde Arequipa, Peru","Alta","54","646"
"668","2","Inicio de Sesión No Reconocido","2024-12-19 17:57:58","En Proceso","Inicio de Sesión No Reconocido detectado desde Trujillo, Peru","Media","96","139"
"669","5","Intento de Hackeo","2024-01-08 00:29:24","Resuelta","Intento de Hackeo detectado desde Iquitos, Peru","Alta","950","77"
"670","2","Acceso Permitido","2024-05-16 16:37:53","Investigando","Acceso Permitido detectado desde Pucallpa, Peru","Alta","433","480"
"671","5","Sesión Expirada","2023-03-02 20:06:58","Leída","Sesión Expirada detectado desde Chiclayo, Peru","Baja","14","101"
"672","1","Reintento de Autenticación","2023-12-02 12:57:06","Resuelta","Reintento de Autenticación detectado desde Moquegua, Peru","Baja","72","501"
"673","2","Sesión Sospechosa","2023-02-15 19:05:01","Investigando","Sesión Sospechosa detectado desde Arequipa, Peru","Media","106","564"
"674","3","Intento de Hackeo","2023-08-25 05:08:38","Resuelta","Intento de Hackeo detectado desde Sullana, Peru","Baja","860","434"
"675","5","Reintento de Autenticación","2024-01-25 15:07:33","Investigando","Reintento de Autenticación detectado desde Pisco, Peru","Media","25","380"
"676","4","Intento de Hackeo","2024-09-26 07:00:21","Pendiente","Intento de Hackeo detectado desde Chiclayo, Peru","Baja","165","522"
"677","1","Acceso Bloqueado","2023-08-05 01:52:56","Investigando","Acceso Bloqueado detectado desde Trujillo, Peru","Media","546","486"
"678","5","Cambio de Contraseña","2024-05-07 10:02:36","Pendiente","Cambio de Contraseña detectado desde Pucallpa, Peru","Alta","508","865"
"679","1","Cambio de Contraseña","2023-02-27 00:07:11","Investigando","Cambio de Contraseña detectado desde Juliaca, Peru","Media","862","529"
"680","2","Recuperación de Contraseña","2024-05-29 12:30:13","En Proceso","Recuperación de Contraseña detectado desde Cusco, Peru","Alta","701","281"
"681","4","Sesión Expirada","2023-01-22 12:59:53","Pendiente","Sesión Expirada detectado desde Chiclayo, Peru","Baja","117","272"
"682","3","Acceso Bloqueado","2023-11-26 15:11:16","Resuelta","Acceso Bloqueado detectado desde Tacna, Peru","Alta","604","809"
"683","2","Inicio de Sesión No Reconocido","2023-04-23 18:32:10","En Proceso","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Baja","780","248"
"684","1","Fallo de Autenticación","2024-07-30 04:45:36","Leída","Fallo de Autenticación detectado desde Cajamarca, Peru","Baja","42","643"
"685","2","Sesión Sospechosa","2023-11-02 08:47:45","En Proceso","Sesión Sospechosa detectado desde Piura, Peru","Media","206","253"
"686","5","Sesión Sospechosa","2023-04-07 12:19:35","Resuelta","Sesión Sospechosa detectado desde Piura, Peru","Baja","113","471"
"687","3","Acceso Permitido","2024-06-06 23:26:16","En Proceso","Acceso Permitido detectado desde Tacna, Peru","Alta","587","345"
"688","5","Inicio de Sesión No Reconocido","2024-12-06 00:28:04","Investigando","Inicio de Sesión No Reconocido detectado desde Cusco, Peru","Media","770","964"
"689","4","Acceso Bloqueado","2024-04-05 19:58:22","Leída","Acceso Bloqueado detectado desde Sullana, Peru","Media","422","531"
"690","5","Acceso Bloqueado","2024-05-29 03:05:21","En Proceso","Acceso Bloqueado detectado desde Tarapoto, Peru","Alta","731","963"
"691","2","Fallo de Autenticación","2023-08-19 14:05:47","Investigando","Fallo de Autenticación detectado desde Juliaca, Peru","Baja","65","504"
"692","5","Cambio de Contraseña","2024-10-01 23:27:14","En Proceso","Cambio de Contraseña detectado desde Arequipa, Peru","Media","663","24"
"693","3","Recuperación de Contraseña","2024-05-07 19:34:31","Resuelta","Recuperación de Contraseña detectado desde Tarapoto, Peru","Baja","754","860"
"694","2","Sesión Sospechosa","2024-10-07 01:24:48","Enviada","Sesión Sospechosa detectado desde Pucallpa, Peru","Baja","315","350"
"695","4","Sesión Expirada","2024-05-17 04:58:37","Investigando","Sesión Expirada detectado desde Lima, Peru","Alta","671","347"
"696","4","Acceso Permitido","2023-01-03 13:22:54","Resuelta","Acceso Permitido detectado desde Lima, Peru","Media","740","859"
"697","2","Intento de Hackeo","2024-07-28 19:38:34","Enviada","Intento de Hackeo detectado desde Puerto Maldonado, Peru","Alta","735","915"
"698","2","Recuperación de Contraseña","2024-06-05 14:36:54","Resuelta","Recuperación de Contraseña detectado desde Cusco, Peru","Media","195","195"
"699","3","Sesión Expirada","2024-05-24 16:04:02","Resuelta","Sesión Expirada detectado desde Huaraz, Peru","Baja","209","177"
"700","5","Fallo de Autenticación","2023-07-25 18:05:08","Pendiente","Fallo de Autenticación detectado desde Ayacucho, Peru","Baja","588","997"
"701","5","Acceso Bloqueado","2024-06-13 13:11:31","Pendiente","Acceso Bloqueado detectado desde Tarapoto, Peru","Alta","504","510"
"702","4","Intento de Hackeo","2024-09-06 11:02:30","Resuelta","Intento de Hackeo detectado desde Huaraz, Peru","Baja","924","849"
"703","2","Intento de Hackeo","2023-08-21 21:05:17","Investigando","Intento de Hackeo detectado desde Chiclayo, Peru","Media","512","612"
"704","3","Sesión Expirada","2023-12-08 09:47:15","Enviada","Sesión Expirada detectado desde Tarapoto, Peru","Baja","262","712"
"705","5","Sesión Sospechosa","2023-10-13 14:00:37","Enviada","Sesión Sospechosa detectado desde Tacna, Peru","Alta","322","244"
"706","5","Sesión Expirada","2023-05-09 08:07:57","Pendiente","Sesión Expirada detectado desde Huancayo, Peru","Media","949","401"
"707","3","Inicio de Sesión No Reconocido","2023-01-11 17:59:42","Enviada","Inicio de Sesión No Reconocido detectado desde Trujillo, Peru","Baja","754","535"
"708","3","Inicio de Sesión No Reconocido","2024-12-12 01:24:36","En Proceso","Inicio de Sesión No Reconocido detectado desde Ayacucho, Peru","Baja","421","654"
"709","4","Acceso Bloqueado","2023-08-06 21:43:37","En Proceso","Acceso Bloqueado detectado desde Piura, Peru","Alta","886","761"
"710","3","Cambio de Contraseña","2023-12-29 19:50:38","Resuelta","Cambio de Contraseña detectado desde Arequipa, Peru","Media","924","882"
"711","4","Cambio de Contraseña","2024-07-14 09:59:23","Investigando","Cambio de Contraseña detectado desde Chiclayo, Peru","Alta","905","611"
"712","5","Inicio de Sesión No Reconocido","2024-05-04 00:17:03","Resuelta","Inicio de Sesión No Reconocido detectado desde Puerto Maldonado, Peru","Baja","465","221"
"713","4","Recuperación de Contraseña","2023-06-20 17:16:13","Investigando","Recuperación de Contraseña detectado desde Cajamarca, Peru","Media","238","131"
"714","3","Recuperación de Contraseña","2024-07-27 12:37:12","Investigando","Recuperación de Contraseña detectado desde Chiclayo, Peru","Baja","813","193"
"715","2","Sesión Expirada","2024-01-20 02:14:46","Enviada","Sesión Expirada detectado desde Cajamarca, Peru","Media","952","330"
"716","3","Cambio de Contraseña","2023-01-26 04:07:14","Investigando","Cambio de Contraseña detectado desde Puerto Maldonado, Peru","Alta","928","664"
"717","3","Recuperación de Contraseña","2024-03-31 02:08:13","En Proceso","Recuperación de Contraseña detectado desde Huancayo, Peru","Baja","20","65"
"718","5","Cambio de Contraseña","2024-12-08 17:51:31","Resuelta","Cambio de Contraseña detectado desde Huaraz, Peru","Media","69","133"
"719","2","Reintento de Autenticación","2023-06-25 18:29:09","Pendiente","Reintento de Autenticación detectado desde Piura, Peru","Alta","307","387"
"720","3","Intento de Hackeo","2023-08-30 16:34:23","Investigando","Intento de Hackeo detectado desde Ayacucho, Peru","Baja","757","420"
"721","5","Sesión Expirada","2024-04-18 22:09:06","Leída","Sesión Expirada detectado desde Puerto Maldonado, Peru","Media","599","681"
"722","3","Inicio de Sesión No Reconocido","2024-09-10 11:13:12","Enviada","Inicio de Sesión No Reconocido detectado desde Cajamarca, Peru","Media","930","330"
"723","1","Acceso Bloqueado","2024-09-18 09:49:48","Enviada","Acceso Bloqueado detectado desde Tacna, Peru","Alta","494","204"
"724","3","Sesión Sospechosa","2023-11-06 22:44:51","Enviada","Sesión Sospechosa detectado desde Chiclayo, Peru","Alta","545","45"
"725","1","Cambio de Contraseña","2023-10-11 05:58:08","Resuelta","Cambio de Contraseña detectado desde Cusco, Peru","Media","682","558"
"726","5","Sesión Sospechosa","2024-05-08 00:05:25","En Proceso","Sesión Sospechosa detectado desde Chiclayo, Peru","Media","984","307"
"727","1","Reintento de Autenticación","2023-11-20 12:23:47","Enviada","Reintento de Autenticación detectado desde Puerto Maldonado, Peru","Baja","762","727"
"728","2","Fallo de Autenticación","2023-02-13 15:06:26","Leída","Fallo de Autenticación detectado desde Iquitos, Peru","Media","995","687"
"729","3","Cambio de Contraseña","2024-03-27 23:19:15","Enviada","Cambio de Contraseña detectado desde Puerto Maldonado, Peru","Baja","938","418"
"730","1","Acceso Bloqueado","2024-05-12 08:36:28","Leída","Acceso Bloqueado detectado desde Puerto Maldonado, Peru","Baja","634","477"
"731","5","Cambio de Contraseña","2024-02-13 08:16:40","Pendiente","Cambio de Contraseña detectado desde Tumbes, Peru","Baja","780","434"
"732","5","Inicio de Sesión No Reconocido","2023-02-09 18:25:51","Investigando","Inicio de Sesión No Reconocido detectado desde Ayacucho, Peru","Media","345","127"
"733","2","Acceso Bloqueado","2023-07-10 07:16:01","Enviada","Acceso Bloqueado detectado desde Iquitos, Peru","Baja","666","741"
"734","2","Fallo de Autenticación","2024-05-09 05:09:10","Leída","Fallo de Autenticación detectado desde Pisco, Peru","Baja","394","636"
"735","1","Cambio de Contraseña","2024-07-15 18:28:23","Pendiente","Cambio de Contraseña detectado desde Cajamarca, Peru","Baja","903","761"
"736","1","Recuperación de Contraseña","2024-10-13 05:23:30","Resuelta","Recuperación de Contraseña detectado desde Tarapoto, Peru","Baja","240","184"
"737","5","Sesión Expirada","2024-11-27 06:34:15","Resuelta","Sesión Expirada detectado desde Huaraz, Peru","Alta","35","628"
"738","2","Inicio de Sesión No Reconocido","2023-01-13 20:44:03","Investigando","Inicio de Sesión No Reconocido detectado desde Chiclayo, Peru","Media","144","923"
"739","2","Cambio de Contraseña","2023-05-24 07:06:34","Leída","Cambio de Contraseña detectado desde Sullana, Peru","Media","250","606"
"740","4","Intento de Hackeo","2024-03-06 06:52:29","Enviada","Intento de Hackeo detectado desde Cajamarca, Peru","Alta","954","131"
"741","2","Cambio de Contraseña","2024-07-22 00:25:24","Enviada","Cambio de Contraseña detectado desde Lima, Peru","Alta","634","193"
"742","5","Reintento de Autenticación","2023-01-03 00:30:33","Pendiente","Reintento de Autenticación detectado desde Iquitos, Peru","Alta","497","772"
"743","2","Acceso Bloqueado","2023-11-23 21:39:07","En Proceso","Acceso Bloqueado detectado desde Huancayo, Peru","Baja","802","735"
"744","2","Intento de Hackeo","2024-06-04 00:03:20","Resuelta","Intento de Hackeo detectado desde Huancayo, Peru","Media","855","552"
"745","4","Acceso Bloqueado","2024-09-21 10:21:27","Pendiente","Acceso Bloqueado detectado desde Tacna, Peru","Alta","206","726"
"746","2","Sesión Expirada","2024-08-21 09:50:46","Leída","Sesión Expirada detectado desde Moquegua, Peru","Alta","314","848"
"747","5","Inicio de Sesión No Reconocido","2024-04-07 04:41:12","Enviada","Inicio de Sesión No Reconocido detectado desde Iquitos, Peru","Media","25","937"
"748","2","Acceso Bloqueado","2024-10-01 10:38:04","En Proceso","Acceso Bloqueado detectado desde Arequipa, Peru","Baja","997","978"
"749","2","Inicio de Sesión No Reconocido","2023-08-20 23:00:17","Pendiente","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Alta","392","30"
"750","1","Inicio de Sesión No Reconocido","2023-05-14 22:01:57","Enviada","Inicio de Sesión No Reconocido detectado desde Huancayo, Peru","Media","275","205"
"751","3","Acceso Bloqueado","2024-08-02 07:13:02","Pendiente","Acceso Bloqueado detectado desde Huaraz, Peru","Media","314","679"
"752","2","Intento de Hackeo","2024-11-14 06:20:21","Enviada","Intento de Hackeo detectado desde Pisco, Peru","Media","279","871"
"753","1","Fallo de Autenticación","2024-05-11 15:07:53","Pendiente","Fallo de Autenticación detectado desde Ayacucho, Peru","Baja","386","5"
"754","1","Sesión Expirada","2023-08-01 05:56:16","Resuelta","Sesión Expirada detectado desde Iquitos, Peru","Media","89","499"
"755","4","Cambio de Contraseña","2024-05-29 07:59:13","Enviada","Cambio de Contraseña detectado desde Juliaca, Peru","Baja","99","59"
"756","4","Recuperación de Contraseña","2024-06-16 22:19:30","Resuelta","Recuperación de Contraseña detectado desde Cusco, Peru","Media","313","180"
"757","1","Fallo de Autenticación","2023-04-18 13:03:24","Resuelta","Fallo de Autenticación detectado desde Sullana, Peru","Alta","921","45"
"758","3","Sesión Expirada","2023-01-07 17:00:51","En Proceso","Sesión Expirada detectado desde Huancayo, Peru","Media","461","611"
"759","1","Intento de Hackeo","2023-03-03 13:00:47","Pendiente","Intento de Hackeo detectado desde Huaraz, Peru","Media","649","771"
"760","4","Intento de Hackeo","2023-07-31 16:41:13","Pendiente","Intento de Hackeo detectado desde Pucallpa, Peru","Media","314","770"
"761","1","Intento de Hackeo","2023-02-03 07:23:36","En Proceso","Intento de Hackeo detectado desde Pisco, Peru","Baja","299","664"
"762","5","Acceso Permitido","2023-03-10 14:50:52","Resuelta","Acceso Permitido detectado desde Cusco, Peru","Baja","932","332"
"763","1","Sesión Sospechosa","2023-12-16 05:49:56","En Proceso","Sesión Sospechosa detectado desde Cusco, Peru","Media","417","734"
"764","3","Recuperación de Contraseña","2024-06-18 04:44:18","En Proceso","Recuperación de Contraseña detectado desde Chiclayo, Peru","Media","143","849"
"765","4","Recuperación de Contraseña","2023-08-05 04:24:05","Enviada","Recuperación de Contraseña detectado desde Tacna, Peru","Alta","987","757"
"766","4","Cambio de Contraseña","2023-09-16 01:59:39","Leída","Cambio de Contraseña detectado desde Chiclayo, Peru","Baja","263","450"
"767","4","Recuperación de Contraseña","2024-06-07 06:15:25","Pendiente","Recuperación de Contraseña detectado desde Ayacucho, Peru","Media","407","957"
"768","3","Sesión Expirada","2024-11-15 01:36:24","Pendiente","Sesión Expirada detectado desde Juliaca, Peru","Alta","715","658"
"769","2","Acceso Permitido","2023-12-02 17:25:44","En Proceso","Acceso Permitido detectado desde Sullana, Peru","Media","559","838"
"770","3","Intento de Hackeo","2023-09-21 01:10:21","Pendiente","Intento de Hackeo detectado desde Chiclayo, Peru","Baja","330","70"
"771","4","Fallo de Autenticación","2023-03-09 02:14:29","En Proceso","Fallo de Autenticación detectado desde Huancayo, Peru","Alta","455","89"
"772","2","Recuperación de Contraseña","2024-06-07 17:56:33","Leída","Recuperación de Contraseña detectado desde Tacna, Peru","Alta","681","377"
"773","4","Acceso Bloqueado","2023-05-18 00:31:31","Investigando","Acceso Bloqueado detectado desde Puerto Maldonado, Peru","Alta","644","189"
"774","2","Fallo de Autenticación","2023-07-28 15:08:50","Leída","Fallo de Autenticación detectado desde Huaraz, Peru","Alta","689","745"
"775","2","Cambio de Contraseña","2023-05-23 20:06:46","En Proceso","Cambio de Contraseña detectado desde Cajamarca, Peru","Baja","763","16"
"776","2","Intento de Hackeo","2024-12-26 13:40:21","Pendiente","Intento de Hackeo detectado desde Sullana, Peru","Media","529","261"
"777","2","Acceso Bloqueado","2024-08-18 22:39:03","Enviada","Acceso Bloqueado detectado desde Sullana, Peru","Alta","543","450"
"778","4","Recuperación de Contraseña","2023-06-14 08:46:01","En Proceso","Recuperación de Contraseña detectado desde Cajamarca, Peru","Media","241","985"
"779","1","Sesión Expirada","2023-08-28 03:33:24","Enviada","Sesión Expirada detectado desde Ayacucho, Peru","Baja","858","128"
"780","1","Recuperación de Contraseña","2024-01-17 13:33:24","Pendiente","Recuperación de Contraseña detectado desde Moquegua, Peru","Baja","345","171"
"781","2","Sesión Sospechosa","2024-10-14 16:44:49","En Proceso","Sesión Sospechosa detectado desde Tarapoto, Peru","Baja","434","511"
"782","5","Sesión Sospechosa","2023-11-05 05:44:57","Enviada","Sesión Sospechosa detectado desde Pisco, Peru","Media","35","34"
"783","4","Intento de Hackeo","2024-05-28 13:34:19","Enviada","Intento de Hackeo detectado desde Trujillo, Peru","Baja","468","354"
"784","4","Reintento de Autenticación","2023-03-06 22:05:30","Pendiente","Reintento de Autenticación detectado desde Tumbes, Peru","Media","326","798"
"785","2","Cambio de Contraseña","2024-09-11 20:08:23","Resuelta","Cambio de Contraseña detectado desde Pucallpa, Peru","Media","430","125"
"786","4","Acceso Permitido","2023-10-02 17:42:27","Investigando","Acceso Permitido detectado desde Moquegua, Peru","Baja","305","894"
"787","1","Intento de Hackeo","2024-07-08 09:03:49","Resuelta","Intento de Hackeo detectado desde Tacna, Peru","Baja","803","780"
"788","4","Sesión Expirada","2024-09-24 02:53:22","Resuelta","Sesión Expirada detectado desde Moquegua, Peru","Media","177","218"
"789","3","Sesión Expirada","2024-06-06 15:25:01","En Proceso","Sesión Expirada detectado desde Ayacucho, Peru","Alta","318","343"
"790","5","Sesión Expirada","2023-10-08 16:20:54","Leída","Sesión Expirada detectado desde Huancayo, Peru","Media","189","860"
"791","3","Reintento de Autenticación","2023-05-03 11:10:25","Resuelta","Reintento de Autenticación detectado desde Sullana, Peru","Baja","781","694"
"792","4","Recuperación de Contraseña","2024-07-22 17:31:43","En Proceso","Recuperación de Contraseña detectado desde Puerto Maldonado, Peru","Alta","696","709"
"793","3","Sesión Expirada","2024-07-25 10:24:57","Resuelta","Sesión Expirada detectado desde Pisco, Peru","Baja","275","387"
"794","4","Sesión Sospechosa","2024-08-07 03:40:23","Resuelta","Sesión Sospechosa detectado desde Tumbes, Peru","Alta","262","295"
"795","1","Intento de Hackeo","2024-06-25 12:07:57","Pendiente","Intento de Hackeo detectado desde Pisco, Peru","Media","321","130"
"796","4","Sesión Expirada","2023-05-28 21:33:27","Resuelta","Sesión Expirada detectado desde Sullana, Peru","Baja","648","117"
"797","2","Acceso Bloqueado","2024-11-18 07:23:53","Leída","Acceso Bloqueado detectado desde Cusco, Peru","Alta","832","615"
"798","5","Acceso Bloqueado","2024-11-06 18:13:02","Resuelta","Acceso Bloqueado detectado desde Tacna, Peru","Baja","224","93"
"799","5","Acceso Bloqueado","2024-09-16 14:14:04","Pendiente","Acceso Bloqueado detectado desde Trujillo, Peru","Baja","799","236"
"800","4","Sesión Expirada","2024-07-27 21:16:29","Leída","Sesión Expirada detectado desde Moquegua, Peru","Media","79","37"
"801","3","Reintento de Autenticación","2024-03-24 05:30:10","Enviada","Reintento de Autenticación detectado desde Lima, Peru","Alta","587","622"
"802","2","Fallo de Autenticación","2023-06-03 13:56:44","Leída","Fallo de Autenticación detectado desde Moquegua, Peru","Baja","151","403"
"803","4","Recuperación de Contraseña","2023-07-26 18:51:37","Leída","Recuperación de Contraseña detectado desde Trujillo, Peru","Alta","492","329"
"804","4","Sesión Expirada","2024-12-08 11:13:18","Investigando","Sesión Expirada detectado desde Cajamarca, Peru","Alta","19","152"
"805","5","Acceso Permitido","2024-05-25 00:25:47","En Proceso","Acceso Permitido detectado desde Chiclayo, Peru","Baja","57","467"
"806","4","Fallo de Autenticación","2024-10-11 13:11:37","Resuelta","Fallo de Autenticación detectado desde Huancayo, Peru","Baja","625","146"
"807","5","Acceso Bloqueado","2024-02-12 22:58:16","Leída","Acceso Bloqueado detectado desde Ayacucho, Peru","Media","787","813"
"808","5","Sesión Expirada","2023-03-30 20:17:33","Resuelta","Sesión Expirada detectado desde Juliaca, Peru","Media","731","442"
"809","3","Sesión Sospechosa","2024-10-26 03:07:57","En Proceso","Sesión Sospechosa detectado desde Juliaca, Peru","Alta","104","144"
"810","3","Cambio de Contraseña","2024-06-11 20:26:39","Investigando","Cambio de Contraseña detectado desde Pisco, Peru","Media","546","589"
"811","4","Intento de Hackeo","2023-05-14 14:01:05","En Proceso","Intento de Hackeo detectado desde Moquegua, Peru","Baja","934","380"
"812","2","Recuperación de Contraseña","2023-05-01 19:29:40","Investigando","Recuperación de Contraseña detectado desde Iquitos, Peru","Alta","279","362"
"813","2","Acceso Permitido","2023-11-27 19:19:59","Resuelta","Acceso Permitido detectado desde Huaraz, Peru","Baja","153","650"
