Id_Sesion,Id_autenticacion,Estado_sesion,Direccion_mac,Tipo_Dispositivo,Fecha_Hora_sospecha,Direccion_ip,Ubicacion,Acciones_tomadas
668,668,3,CE:24:C7:7B:18:62,Tablet,2024-01-01 21:24:15,192.168.0.2,Ubicacion_46,Accion_5
669,669,3,7E:73:01:6E:B7:3D,Tablet,2024-01-01 05:45:16,192.168.0.25,Ubicacion_49,Accion_4
670,670,3,D4:EF:E2:67:4D:18,Tablet,2024-01-01 14:36:51,192.168.0.114,Ubicacion_45,Accion_1
671,671,2,19:88:FC:BE:FE:9D,Tablet,2024-01-01 19:33:53,192.168.0.84,Ubicacion_25,Accion_3
672,672,3,C7:73:F1:16:44:52,Smartphone,2024-01-01 06:26:28,192.168.0.38,Ubicacion_20,Accion_5
673,673,2,E6:D9:7C:3C:8E:0C,PC,2024-01-01 21:05:45,192.168.0.143,Ubicacion_16,Accion_2
674,674,1,6E:02:3A:5A:74:25,PC,2024-01-01 20:59:31,192.168.0.199,Ubicacion_38,Accion_5
675,675,1,85:E0:BD:10:20:03,Smartphone,2024-01-01 05:40:49,192.168.0.159,Ubicacion_19,Accion_4
676,676,2,E6:B3:FE:0A:01:54,Smartphone,2024-01-01 17:44:13,192.168.0.245,Ubicacion_44,Accion_3
677,677,3,F7:E4:1B:C7:F3:EE,Smartphone,2024-01-01 05:28:01,192.168.0.143,Ubicacion_34,Accion_5
678,678,1,9D:70:57:56:85:92,Tablet,2024-01-01 04:10:45,192.168.0.246,Ubicacion_15,Accion_4
679,679,3,14:21:04:0A:FD:B4,Tablet,2024-01-01 23:18:47,192.168.0.141,Ubicacion_36,Accion_3
680,680,2,7C:EF:AD:55:99:3A,PC,2024-01-01 06:15:57,192.168.0.172,Ubicacion_3,Accion_1
681,681,3,F2:94:B6:48:A9:01,Smartphone,2024-01-01 01:19:27,192.168.0.232,Ubicacion_29,Accion_4
682,682,2,85:FF:7B:F7:31:6C,Tablet,2024-01-01 00:58:15,192.168.0.133,Ubicacion_4,Accion_1
683,683,1,7E:CD:92:16:9E:31,Tablet,2024-01-01 23:04:44,192.168.0.170,Ubicacion_31,Accion_4
684,684,1,8C:C7:71:00:E6:F8,PC,2024-01-01 02:26:35,192.168.0.35,Ubicacion_7,Accion_4
685,685,3,8A:E6:5B:22:7D:45,Smartphone,2024-01-01 07:58:20,192.168.0.99,Ubicacion_13,Accion_2
686,686,1,E5:C5:EE:66:78:BB,PC,2024-01-01 13:33:48,192.168.0.7,Ubicacion_34,Accion_5
687,687,3,D7:CD:A1:06:56:9E,Tablet,2024-01-01 05:27:38,192.168.0.215,Ubicacion_25,Accion_1
688,688,3,95:4D:11:EC:1E:C5,PC,2024-01-01 12:03:58,192.168.0.165,Ubicacion_18,Accion_5
689,689,3,88:03:6D:DF:EC:6E,Tablet,2024-01-01 03:32:22,192.168.0.197,Ubicacion_46,Accion_5
690,690,2,BA:1B:11:88:D2:72,Smartphone,2024-01-01 01:11:45,192.168.0.89,Ubicacion_17,Accion_4
691,691,2,AD:61:B8:78:03:83,Smartphone,2024-01-01 12:58:45,192.168.0.247,Ubicacion_8,Accion_3
692,692,3,70:01:D6:58:4E:F6,PC,2024-01-01 13:15:01,192.168.0.220,Ubicacion_30,Accion_2
693,693,1,40:40:18:F1:9E:2D,Tablet,2024-01-01 17:48:16,192.168.0.48,Ubicacion_24,Accion_1
694,694,1,F8:67:22:0E:95:E0,Tablet,2024-01-01 13:52:53,192.168.0.26,Ubicacion_14,Accion_5
695,695,1,93:84:00:55:2E:D7,PC,2024-01-01 08:06:47,192.168.0.189,Ubicacion_38,Accion_3
696,696,3,3E:95:36:3D:F2:8F,Tablet,2024-01-01 08:26:21,192.168.0.63,Ubicacion_23,Accion_4
697,697,1,64:F0:5F:6B:9D:53,PC,2024-01-01 01:24:00,192.168.0.177,Ubicacion_6,Accion_3
698,698,3,D7:2D:94:1F:A1:98,PC,2024-01-01 08:23:11,192.168.0.186,Ubicacion_16,Accion_3
699,699,3,FE:DC:4C:07:B5:CC,Smartphone,2024-01-01 19:43:52,192.168.0.86,Ubicacion_35,Accion_4
700,700,3,C4:7A:1F:D8:1A:3B,Tablet,2024-01-01 22:26:54,192.168.0.170,Ubicacion_15,Accion_2
701,701,3,19:DF:2E:25:12:E8,Smartphone,2024-01-01 15:25:54,192.168.0.176,Ubicacion_32,Accion_5
702,702,3,FF:41:96:34:A0:AC,Smartphone,2024-01-01 03:32:21,192.168.0.107,Ubicacion_20,Accion_2
703,703,1,85:5C:DE:C4:AC:5E,PC,2024-01-01 13:59:19,192.168.0.179,Ubicacion_13,Accion_2
704,704,3,97:59:4C:90:C4:DF,PC,2024-01-01 22:52:24,192.168.0.48,Ubicacion_15,Accion_3
705,705,1,94:DF:A5:9F:F8:66,PC,2024-01-01 17:59:20,192.168.0.9,Ubicacion_47,Accion_4
706,706,1,6C:16:5F:8F:47:4A,PC,2024-01-01 04:09:33,192.168.0.206,Ubicacion_19,Accion_4
707,707,2,84:9C:90:95:92:01,Smartphone,2024-01-01 22:09:04,192.168.0.101,Ubicacion_15,Accion_4
708,708,2,22:56:F5:3C:4F:81,Smartphone,2024-01-01 11:14:46,192.168.0.32,Ubicacion_47,Accion_4
709,709,1,9C:26:26:56:83:4A,PC,2024-01-01 20:49:12,192.168.0.76,Ubicacion_13,Accion_4
710,710,2,76:EF:71:ED:1B:75,PC,2024-01-01 14:13:31,192.168.0.251,Ubicacion_36,Accion_1
711,711,2,2B:C5:B7:C0:8B:0E,Smartphone,2024-01-01 18:55:44,192.168.0.23,Ubicacion_27,Accion_2
712,712,1,98:1C:5F:32:67:0D,PC,2024-01-01 18:12:39,192.168.0.64,Ubicacion_11,Accion_1
713,713,3,DB:B5:8D:48:48:F5,Smartphone,2024-01-01 12:05:45,192.168.0.11,Ubicacion_27,Accion_5
714,714,2,C2:1D:B0:CA:E9:96,Tablet,2024-01-01 22:35:25,192.168.0.101,Ubicacion_1,Accion_3
715,715,3,46:56:2A:64:2B:35,PC,2024-01-01 12:13:40,192.168.0.121,Ubicacion_34,Accion_2
716,716,1,17:22:60:3A:CB:C9,PC,2024-01-01 23:56:31,192.168.0.131,Ubicacion_30,Accion_1
717,717,3,C7:35:F5:85:AE:E0,PC,2024-01-01 17:08:42,192.168.0.166,Ubicacion_26,Accion_2
718,718,3,3C:85:03:62:5B:A5,Smartphone,2024-01-01 17:03:00,192.168.0.41,Ubicacion_43,Accion_3
719,719,3,98:D0:7B:A0:09:BB,Tablet,2024-01-01 18:18:29,192.168.0.247,Ubicacion_1,Accion_1
720,720,3,4A:A2:61:4D:10:2F,PC,2024-01-01 15:14:49,192.168.0.174,Ubicacion_33,Accion_3
721,721,1,12:7D:15:82:EB:BC,Smartphone,2024-01-01 23:07:42,192.168.0.14,Ubicacion_11,Accion_3
722,722,2,99:2F:2A:E8:2C:98,Smartphone,2024-01-01 00:00:30,192.168.0.186,Ubicacion_21,Accion_4
723,723,3,2E:1C:F2:FA:33:A2,Tablet,2024-01-01 23:59:01,192.168.0.12,Ubicacion_13,Accion_3
724,724,3,E6:A7:FD:A4:4B:9C,PC,2024-01-01 20:03:30,192.168.0.225,Ubicacion_31,Accion_4
725,725,2,2D:95:FD:11:81:2C,Tablet,2024-01-01 08:27:00,192.168.0.181,Ubicacion_39,Accion_3
726,726,2,D9:98:E0:D7:B8:5D,Tablet,2024-01-01 20:31:41,192.168.0.151,Ubicacion_39,Accion_5
727,727,3,2C:54:CA:42:63:D9,Tablet,2024-01-01 20:10:52,192.168.0.37,Ubicacion_20,Accion_2
728,728,2,13:81:87:F3:28:4F,PC,2024-01-01 00:33:41,192.168.0.169,Ubicacion_12,Accion_5
729,729,3,56:D2:8D:B8:AD:61,Smartphone,2024-01-01 11:54:57,192.168.0.154,Ubicacion_11,Accion_1
730,730,2,12:C4:18:A8:25:E1,Tablet,2024-01-01 03:30:24,192.168.0.108,Ubicacion_6,Accion_4
731,731,3,C1:DD:20:E0:74:FD,Tablet,2024-01-01 18:24:00,192.168.0.183,Ubicacion_9,Accion_4
732,732,3,D1:90:14:BF:CE:3C,Smartphone,2024-01-01 16:20:01,192.168.0.167,Ubicacion_40,Accion_5
733,733,1,E2:26:D7:A2:8B:DA,Smartphone,2024-01-01 07:55:59,192.168.0.109,Ubicacion_11,Accion_2
734,734,1,0D:4B:9E:95:AE:B5,Tablet,2024-01-01 12:58:23,192.168.0.209,Ubicacion_46,Accion_3
735,735,1,84:04:45:8F:EF:D9,Tablet,2024-01-01 23:20:13,192.168.0.138,Ubicacion_5,Accion_4
736,736,2,5A:8F:7C:23:D9:AA,Tablet,2024-01-01 07:29:30,192.168.0.21,Ubicacion_2,Accion_3
737,737,1,CA:CB:DD:94:67:09,PC,2024-01-01 14:17:51,192.168.0.107,Ubicacion_22,Accion_5
738,738,2,DC:AF:3C:26:A9:3E,PC,2024-01-01 07:58:16,192.168.0.231,Ubicacion_49,Accion_5
739,739,2,87:1F:D6:3F:3A:A6,PC,2024-01-01 18:46:46,192.168.0.50,Ubicacion_36,Accion_2
740,740,1,17:BA:02:1B:C9:D3,Tablet,2024-01-01 05:32:48,192.168.0.80,Ubicacion_19,Accion_3
741,741,1,12:28:B4:5F:73:BB,Smartphone,2024-01-01 04:01:26,192.168.0.72,Ubicacion_9,Accion_1
742,742,2,00:95:38:5F:2B:6A,Smartphone,2024-01-01 08:18:28,192.168.0.181,Ubicacion_50,Accion_2
743,743,1,C4:2E:72:0B:BE:17,Tablet,2024-01-01 07:02:56,192.168.0.43,Ubicacion_2,Accion_4
744,744,3,DC:0B:87:CD:E9:66,Tablet,2024-01-01 04:17:05,192.168.0.199,Ubicacion_23,Accion_1
745,745,2,2F:F0:3A:CA:26:67,Smartphone,2024-01-01 06:22:35,192.168.0.103,Ubicacion_5,Accion_1
746,746,3,00:3A:76:B4:24:E7,Tablet,2024-01-01 12:29:01,192.168.0.187,Ubicacion_17,Accion_3
747,747,3,5B:8B:72:1D:0B:6A,Smartphone,2024-01-01 19:56:54,192.168.0.6,Ubicacion_24,Accion_5
748,748,1,11:0A:36:25:9E:20,Smartphone,2024-01-01 14:42:48,192.168.0.215,Ubicacion_4,Accion_3
749,749,1,2B:27:F9:6E:11:37,PC,2024-01-01 03:20:50,192.168.0.17,Ubicacion_30,Accion_2
750,750,3,24:1C:23:D3:8E:B5,PC,2024-01-01 14:46:35,192.168.0.105,Ubicacion_27,Accion_3
751,751,3,DF:EB:38:D5:1A:46,PC,2024-01-01 05:45:47,192.168.0.128,Ubicacion_36,Accion_3
752,752,2,CB:29:9D:B8:60:FB,Tablet,2024-01-01 13:48:57,192.168.0.244,Ubicacion_18,Accion_2
753,753,3,C3:07:55:3D:80:5D,Smartphone,2024-01-01 03:08:11,192.168.0.157,Ubicacion_18,Accion_4
754,754,3,6A:FD:D3:3A:72:20,PC,2024-01-01 01:04:34,192.168.0.55,Ubicacion_28,Accion_1
755,755,3,4D:1D:5E:22:6B:CA,Tablet,2024-01-01 08:25:33,192.168.0.227,Ubicacion_34,Accion_4
756,756,3,35:56:3C:59:86:92,Smartphone,2024-01-01 09:57:26,192.168.0.10,Ubicacion_18,Accion_1
757,757,2,2B:AF:D1:D3:8F:0F,PC,2024-01-01 05:22:22,192.168.0.140,Ubicacion_6,Accion_2
758,758,2,0B:77:00:48:02:8E,Smartphone,2024-01-01 11:51:54,192.168.0.88,Ubicacion_18,Accion_4
759,759,2,BF:31:DC:12:D4:CD,PC,2024-01-01 05:20:12,192.168.0.238,Ubicacion_13,Accion_5
760,760,1,DE:78:A8:15:93:A3,PC,2024-01-01 15:53:53,192.168.0.254,Ubicacion_22,Accion_5
761,761,1,EF:0D:67:CE:7A:8C,PC,2024-01-01 23:04:06,192.168.0.90,Ubicacion_8,Accion_4
762,762,1,29:9A:06:C8:12:A4,Tablet,2024-01-01 05:59:17,192.168.0.118,Ubicacion_21,Accion_2
763,763,2,B7:D7:3F:47:76:2E,Tablet,2024-01-01 23:07:56,192.168.0.41,Ubicacion_42,Accion_1
764,764,3,5F:D5:69:C5:49:4A,PC,2024-01-01 05:44:41,192.168.0.84,Ubicacion_43,Accion_2
765,765,3,A6:96:BE:97:E3:6C,PC,2024-01-01 13:08:31,192.168.0.166,Ubicacion_33,Accion_2
766,766,1,F0:08:8C:98:2E:D3,PC,2024-01-01 13:14:24,192.168.0.28,Ubicacion_46,Accion_1
767,767,2,8B:95:52:B9:35:4C,Tablet,2024-01-01 22:37:04,192.168.0.97,Ubicacion_37,Accion_3
768,768,2,78:0F:B7:59:05:3C,Tablet,2024-01-01 14:10:18,192.168.0.97,Ubicacion_22,Accion_2
769,769,3,9A:1D:49:B1:A2:DE,Tablet,2024-01-01 04:03:51,192.168.0.15,Ubicacion_45,Accion_2
770,770,2,36:48:31:91:73:5F,PC,2024-01-01 03:32:37,192.168.0.245,Ubicacion_35,Accion_3
771,771,2,32:9B:3C:4E:E5:EA,PC,2024-01-01 06:40:19,192.168.0.7,Ubicacion_23,Accion_1
772,772,3,7B:CF:5B:63:5B:83,Tablet,2024-01-01 00:27:42,192.168.0.158,Ubicacion_28,Accion_4
773,773,2,E6:8E:43:19:05:3A,Tablet,2024-01-01 14:39:09,192.168.0.61,Ubicacion_30,Accion_1
774,774,1,3B:CD:34:6C:89:F8,PC,2024-01-01 22:56:41,192.168.0.168,Ubicacion_6,Accion_3
775,775,2,66:D3:DE:59:30:EB,PC,2024-01-01 09:21:04,192.168.0.189,Ubicacion_42,Accion_4
776,776,2,4A:00:B5:68:C5:CB,Tablet,2024-01-01 13:53:57,192.168.0.56,Ubicacion_26,Accion_4
777,777,2,F3:07:F6:32:12:86,Smartphone,2024-01-01 07:28:56,192.168.0.36,Ubicacion_34,Accion_3
778,778,2,FB:BA:19:9A:A5:FF,Tablet,2024-01-01 19:05:30,192.168.0.142,Ubicacion_30,Accion_4
779,779,3,90:C0:E1:06:F0:09,PC,2024-01-01 09:22:02,192.168.0.126,Ubicacion_18,Accion_1
780,780,1,F4:E7:72:04:B6:BE,Smartphone,2024-01-01 18:00:52,192.168.0.44,Ubicacion_19,Accion_4
781,781,3,69:74:3E:39:40:0D,Smartphone,2024-01-01 12:43:31,192.168.0.50,Ubicacion_8,Accion_5
782,782,3,6E:ED:03:FF:16:86,PC,2024-01-01 01:08:10,192.168.0.249,Ubicacion_19,Accion_4
783,783,2,55:D2:BA:F2:C8:FB,Smartphone,2024-01-01 16:28:00,192.168.0.3,Ubicacion_4,Accion_4
784,784,2,40:27:8B:A5:6F:80,Smartphone,2024-01-01 09:12:21,192.168.0.25,Ubicacion_16,Accion_4
785,785,1,BD:9D:F4:28:E0:EB,Smartphone,2024-01-01 23:13:54,192.168.0.7,Ubicacion_35,Accion_5
786,786,2,48:D4:9F:FE:18:81,Smartphone,2024-01-01 10:48:09,192.168.0.234,Ubicacion_25,Accion_5
787,787,1,E5:67:0F:3A:6A:29,Smartphone,2024-01-01 08:45:47,192.168.0.40,Ubicacion_19,Accion_1
788,788,3,67:8C:70:12:49:47,Smartphone,2024-01-01 00:04:25,192.168.0.79,Ubicacion_24,Accion_3
789,789,2,C2:0F:21:FC:31:23,PC,2024-01-01 17:02:08,192.168.0.243,Ubicacion_47,Accion_5
790,790,1,F0:B8:15:C6:C9:F2,Tablet,2024-01-01 23:21:56,192.168.0.126,Ubicacion_47,Accion_4
791,791,2,64:89:B4:C4:D0:F4,PC,2024-01-01 00:00:43,192.168.0.144,Ubicacion_29,Accion_2
792,792,2,82:3C:27:77:63:EF,Tablet,2024-01-01 03:55:41,192.168.0.42,Ubicacion_49,Accion_2
793,793,3,52:29:5A:74:D5:95,PC,2024-01-01 00:18:21,192.168.0.237,Ubicacion_35,Accion_1
794,794,2,AA:3B:64:5A:96:8B,Smartphone,2024-01-01 01:20:38,192.168.0.20,Ubicacion_39,Accion_5
795,795,1,28:CF:DB:44:E6:35,Tablet,2024-01-01 04:06:10,192.168.0.197,Ubicacion_48,Accion_1
796,796,2,04:11:37:16:21:DA,Smartphone,2024-01-01 23:24:57,192.168.0.163,Ubicacion_1,Accion_4
797,797,3,88:50:50:12:78:C8,Tablet,2024-01-01 02:11:52,192.168.0.206,Ubicacion_42,Accion_2
798,798,2,8E:A9:34:8B:37:78,Tablet,2024-01-01 07:53:55,192.168.0.245,Ubicacion_26,Accion_2
799,799,2,00:78:4E:52:E0:5A,Smartphone,2024-01-01 09:40:06,192.168.0.207,Ubicacion_50,Accion_3
800,800,2,64:6F:3F:EC:3B:BF,Smartphone,2024-01-01 14:34:05,192.168.0.214,Ubicacion_46,Accion_4
801,801,1,20:7F:26:BA:F9:63,Tablet,2024-01-01 14:03:14,192.168.0.17,Ubicacion_6,Accion_2
802,802,3,40:62:1C:8D:D0:82,PC,2024-01-01 01:23:31,192.168.0.173,Ubicacion_5,Accion_1
803,803,3,98:AD:12:A2:43:2D,PC,2024-01-01 06:43:26,192.168.0.148,Ubicacion_31,Accion_3
804,804,2,BE:91:D8:EE:31:04,PC,2024-01-01 05:22:22,192.168.0.75,Ubicacion_4,Accion_5
805,805,3,AB:9B:BF:B1:5E:14,PC,2024-01-01 23:31:05,192.168.0.97,Ubicacion_50,Accion_3
806,806,1,7A:DB:21:46:21:B3,Tablet,2024-01-01 04:02:52,192.168.0.229,Ubicacion_46,Accion_1
807,807,2,94:0B:87:41:7C:20,Tablet,2024-01-01 18:18:35,192.168.0.37,Ubicacion_33,Accion_2
808,808,1,47:40:8C:B9:FD:75,Tablet,2024-01-01 11:42:15,192.168.0.112,Ubicacion_50,Accion_2
809,809,3,44:92:AE:40:9D:91,PC,2024-01-01 18:14:55,192.168.0.173,Ubicacion_24,Accion_5
810,810,2,D5:5F:FE:B4:69:95,Tablet,2024-01-01 15:08:31,192.168.0.213,Ubicacion_32,Accion_1
811,811,1,0E:0E:3F:F5:9E:BE,Tablet,2024-01-01 13:36:01,192.168.0.192,Ubicacion_19,Accion_2
812,812,1,1B:1F:09:2E:90:45,Smartphone,2024-01-01 10:19:28,192.168.0.245,Ubicacion_36,Accion_3
813,813,1,1B:4A:6D:50:88:E4,PC,2024-01-01 19:02:59,192.168.0.67,Ubicacion_18,Accion_1
814,814,2,67:D4:C7:25:FC:F1,Smartphone,2024-01-01 19:15:33,192.168.0.93,Ubicacion_21,Accion_1
815,815,2,00:C2:F9:A0:6C:A7,Smartphone,2024-01-01 21:33:19,192.168.0.169,Ubicacion_31,Accion_5
816,816,3,9A:3E:9E:2A:A5:BA,PC,2024-01-01 19:23:27,192.168.0.104,Ubicacion_28,Accion_5
817,817,3,4C:64:3C:00:2F:AB,Tablet,2024-01-01 01:00:24,192.168.0.76,Ubicacion_16,Accion_1
818,818,3,F7:95:C2:BD:93:88,Tablet,2024-01-01 23:14:43,192.168.0.16,Ubicacion_23,Accion_5
819,819,2,31:93:00:D9:AB:76,PC,2024-01-01 17:33:18,192.168.0.44,Ubicacion_4,Accion_1
820,820,2,73:F7:68:F2:AE:9D,PC,2024-01-01 01:22:54,192.168.0.220,Ubicacion_12,Accion_2
821,821,2,BB:90:27:5A:C7:B2,Tablet,2024-01-01 15:45:04,192.168.0.101,Ubicacion_13,Accion_1
822,822,2,D2:90:36:1C:C8:C9,Tablet,2024-01-01 03:26:59,192.168.0.130,Ubicacion_39,Accion_1
823,823,1,79:88:83:98:62:DC,PC,2024-01-01 14:44:40,192.168.0.103,Ubicacion_15,Accion_2
824,824,2,EF:45:A9:72:24:7D,Tablet,2024-01-01 20:23:08,192.168.0.102,Ubicacion_8,Accion_3
825,825,2,25:A6:87:31:1A:B9,Tablet,2024-01-01 01:59:41,192.168.0.186,Ubicacion_23,Accion_2
826,826,1,E9:42:25:72:DE:47,Smartphone,2024-01-01 09:19:17,192.168.0.112,Ubicacion_17,Accion_4
827,827,3,35:47:67:8E:D3:BF,Tablet,2024-01-01 15:58:35,192.168.0.226,Ubicacion_4,Accion_4
828,828,2,B5:47:0F:F4:C4:35,Smartphone,2024-01-01 11:32:58,192.168.0.109,Ubicacion_23,Accion_2
829,829,3,EE:FA:75:05:EF:9D,PC,2024-01-01 23:54:04,192.168.0.165,Ubicacion_40,Accion_1
830,830,3,FB:6B:A6:92:48:9C,Tablet,2024-01-01 03:58:44,192.168.0.15,Ubicacion_4,Accion_4
831,831,3,B8:76:F0:1A:43:45,PC,2024-01-01 14:11:25,192.168.0.114,Ubicacion_20,Accion_1
832,832,3,CD:4D:CA:95:B9:68,Tablet,2024-01-01 09:32:48,192.168.0.159,Ubicacion_32,Accion_4
833,833,2,0C:CB:06:8C:81:BB,Smartphone,2024-01-01 14:07:30,192.168.0.140,Ubicacion_30,Accion_5
834,834,1,29:30:32:38:7C:91,PC,2024-01-01 20:26:18,192.168.0.41,Ubicacion_44,Accion_4
835,835,2,3A:8B:FE:27:15:C0,Tablet,2024-01-01 04:07:22,192.168.0.122,Ubicacion_17,Accion_5
836,836,1,FF:50:C5:B5:9E:0B,PC,2024-01-01 02:21:35,192.168.0.121,Ubicacion_15,Accion_3
837,837,2,31:55:F9:52:1B:88,Tablet,2024-01-01 12:03:20,192.168.0.78,Ubicacion_3,Accion_4
838,838,3,5C:43:26:0A:67:FC,PC,2024-01-01 07:17:38,192.168.0.253,Ubicacion_11,Accion_1
839,839,1,82:5D:54:95:55:EF,PC,2024-01-01 12:19:36,192.168.0.203,Ubicacion_12,Accion_2
840,840,2,F0:99:4C:F5:3C:BF,Smartphone,2024-01-01 06:55:58,192.168.0.127,Ubicacion_47,Accion_1
841,841,1,6D:1A:7A:35:1A:6A,Tablet,2024-01-01 23:25:51,192.168.0.41,Ubicacion_19,Accion_5
842,842,1,6E:C0:E9:49:76:FF,Tablet,2024-01-01 13:21:08,192.168.0.60,Ubicacion_48,Accion_3
843,843,3,40:F7:6A:40:CC:65,Tablet,2024-01-01 21:34:25,192.168.0.36,Ubicacion_11,Accion_5
844,844,1,03:92:96:82:17:51,Smartphone,2024-01-01 09:48:23,192.168.0.87,Ubicacion_44,Accion_1
845,845,1,10:72:A4:06:DA:5B,Smartphone,2024-01-01 12:39:15,192.168.0.193,Ubicacion_33,Accion_5
846,846,3,02:F9:F3:CC:CB:E9,Tablet,2024-01-01 19:26:10,192.168.0.50,Ubicacion_3,Accion_5
847,847,3,C5:7B:3D:BA:74:D9,Smartphone,2024-01-01 11:30:41,192.168.0.29,Ubicacion_13,Accion_4
848,848,1,26:C4:AE:D2:C0:20,Smartphone,2024-01-01 08:26:22,192.168.0.241,Ubicacion_35,Accion_2
849,849,1,0D:85:4E:41:FB:3C,PC,2024-01-01 05:38:02,192.168.0.125,Ubicacion_30,Accion_3
850,850,3,DD:25:FD:2E:37:7B,PC,2024-01-01 08:47:30,192.168.0.115,Ubicacion_26,Accion_3
851,851,1,43:75:19:4C:6E:93,Tablet,2024-01-01 08:34:20,192.168.0.46,Ubicacion_36,Accion_4
852,852,2,56:64:75:F6:B9:E2,Smartphone,2024-01-01 23:36:08,192.168.0.205,Ubicacion_7,Accion_2
853,853,1,49:AF:6A:EB:74:1D,Tablet,2024-01-01 14:32:29,192.168.0.47,Ubicacion_14,Accion_2
854,854,3,4D:37:F7:E1:D2:3A,Smartphone,2024-01-01 16:05:55,192.168.0.127,Ubicacion_24,Accion_4
855,855,3,E5:11:7F:48:32:4A,Smartphone,2024-01-01 08:35:52,192.168.0.138,Ubicacion_49,Accion_1
856,856,3,05:FF:7B:AF:0B:8E,Tablet,2024-01-01 19:16:51,192.168.0.11,Ubicacion_17,Accion_5
857,857,1,12:0A:9A:AA:CB:3B,PC,2024-01-01 22:26:43,192.168.0.104,Ubicacion_29,Accion_1
858,858,3,F0:A6:15:79:BB:65,PC,2024-01-01 18:42:14,192.168.0.54,Ubicacion_18,Accion_5
859,859,1,13:51:61:3E:5E:8F,Smartphone,2024-01-01 03:48:34,192.168.0.176,Ubicacion_45,Accion_4
860,860,3,3A:07:81:E6:84:58,PC,2024-01-01 01:56:04,192.168.0.73,Ubicacion_44,Accion_1
861,861,3,CC:5E:4C:BC:64:C5,Tablet,2024-01-01 22:05:33,192.168.0.22,Ubicacion_44,Accion_5
862,862,1,89:66:F9:44:06:45,Tablet,2024-01-01 14:46:40,192.168.0.221,Ubicacion_21,Accion_2
863,863,1,E8:A1:1C:9D:B1:F5,Tablet,2024-01-01 17:35:50,192.168.0.60,Ubicacion_20,Accion_1
864,864,3,EF:5B:96:D5:8A:E0,Smartphone,2024-01-01 15:51:47,192.168.0.150,Ubicacion_16,Accion_1
865,865,3,8D:9F:93:0F:D3:4D,Smartphone,2024-01-01 23:52:05,192.168.0.51,Ubicacion_42,Accion_4
866,866,2,E7:6F:11:4C:8C:A2,PC,2024-01-01 14:45:55,192.168.0.162,Ubicacion_37,Accion_4
867,867,3,70:E1:14:A3:0B:11,Tablet,2024-01-01 14:35:12,192.168.0.215,Ubicacion_5,Accion_3
868,868,2,5F:62:51:A6:72:08,Smartphone,2024-01-01 08:25:49,192.168.0.34,Ubicacion_50,Accion_2
869,869,1,03:B7:4F:D2:20:83,Tablet,2024-01-01 21:36:49,192.168.0.207,Ubicacion_44,Accion_2
870,870,3,0C:61:6F:3B:07:8B,PC,2024-01-01 19:55:03,192.168.0.210,Ubicacion_10,Accion_3
871,871,1,1F:3D:87:A0:56:1B,Smartphone,2024-01-01 02:14:19,192.168.0.25,Ubicacion_37,Accion_2
872,872,2,7D:85:F1:20:6D:E0,Tablet,2024-01-01 15:48:41,192.168.0.83,Ubicacion_50,Accion_4
873,873,2,9C:03:CF:0B:4A:69,PC,2024-01-01 18:08:14,192.168.0.253,Ubicacion_19,Accion_4
874,874,2,21:1F:A3:F2:E0:A7,Smartphone,2024-01-01 15:12:03,192.168.0.209,Ubicacion_38,Accion_5
875,875,2,0D:40:3C:1D:96:64,PC,2024-01-01 09:03:37,192.168.0.109,Ubicacion_2,Accion_3
876,876,3,74:06:81:98:BB:11,Smartphone,2024-01-01 17:30:24,192.168.0.138,Ubicacion_33,Accion_2
877,877,2,14:70:A3:2B:1E:51,Tablet,2024-01-01 17:15:49,192.168.0.81,Ubicacion_31,Accion_2
878,878,1,F6:92:CD:C6:61:6D,Smartphone,2024-01-01 12:21:54,192.168.0.251,Ubicacion_16,Accion_2
879,879,3,BA:9C:0B:0C:3C:96,PC,2024-01-01 03:58:36,192.168.0.252,Ubicacion_39,Accion_3
880,880,1,79:6D:45:90:D5:D0,Smartphone,2024-01-01 02:16:02,192.168.0.165,Ubicacion_35,Accion_1
881,881,3,F4:9C:7C:76:DA:85,Tablet,2024-01-01 23:36:18,192.168.0.41,Ubicacion_34,Accion_2
882,882,1,99:19:61:E3:C5:5C,Tablet,2024-01-01 20:48:29,192.168.0.131,Ubicacion_9,Accion_5
883,883,3,83:5B:88:7D:4F:45,Tablet,2024-01-01 08:27:39,192.168.0.57,Ubicacion_11,Accion_1
884,884,3,AE:77:A9:E8:D3:22,PC,2024-01-01 13:15:59,192.168.0.97,Ubicacion_14,Accion_4
885,885,2,45:72:F2:05:CA:8F,Tablet,2024-01-01 16:43:17,192.168.0.96,Ubicacion_34,Accion_5
886,886,1,5D:CF:AE:FD:8D:3C,PC,2024-01-01 07:27:01,192.168.0.226,Ubicacion_11,Accion_4
887,887,2,F9:03:19:AF:08:3A,Smartphone,2024-01-01 03:37:35,192.168.0.100,Ubicacion_35,Accion_2
888,888,1,FF:E9:06:39:02:E3,PC,2024-01-01 14:27:29,192.168.0.174,Ubicacion_7,Accion_3
889,889,2,F1:57:F6:0C:95:1E,PC,2024-01-01 09:27:20,192.168.0.229,Ubicacion_11,Accion_5
890,890,2,42:C0:80:67:45:FC,PC,2024-01-01 00:32:31,192.168.0.45,Ubicacion_16,Accion_2
