Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_actividad,id_tarea
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,deberes ocasionales,193,781
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,Tareas diarias,333,782
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,465,783
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,deberes ocasionales,191,784
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,recados semanales,209,785
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,asignaciones regulares,445,786
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,103,787
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,3,788
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,343,789
Probar la iluminacion de emergencia para verificar su funcionalidad,Gerente de Instalaciones,metas anuales,9,790
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,obligaciones frecuentes,391,791
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,asignaciones regulares,328,792
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,Tareas diarias,129,793
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,obligaciones frecuentes,194,794
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,Tareas diarias,290,795
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,obligaciones frecuentes,227,796
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,307,797
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,obligaciones frecuentes,438,798
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,170,799
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,65,800
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,213,801
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,203,802
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,metas anuales,159,803
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,recados semanales,463,804
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,obligaciones frecuentes,388,805
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,288,806
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,37,807
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,metas anuales,328,808
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,490,809
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,Tareas diarias,3,810
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,28,811
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,recados semanales,468,812
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,410,813
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,recados semanales,468,814
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,asignaciones regulares,457,815
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,deberes ocasionales,433,816
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,metas anuales,406,817
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,obligaciones frecuentes,381,818
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,metas anuales,15,819
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,458,820
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,obligaciones frecuentes,228,821
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,460,822
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,458,823
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,metas anuales,438,824
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,recados semanales,342,825
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,359,826
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,deberes ocasionales,74,827
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,obligaciones frecuentes,415,828
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,asignaciones regulares,494,829
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,recados semanales,464,830
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,Tareas diarias,479,831
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,metas anuales,233,832
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,Tareas diarias,121,833
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,214,834
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,recados semanales,192,835
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,asignaciones regulares,214,836
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,Tareas diarias,405,837
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,responsabilidades habituales,136,838
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,deberes ocasionales,161,839
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,asignaciones regulares,16,840
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,Tareas diarias,250,841
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,246,842
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,recados semanales,151,843
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,182,844
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,recados semanales,458,845
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,asignaciones regulares,202,846
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,deberes ocasionales,295,847
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,asignaciones regulares,338,848
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,recados semanales,8,849
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,208,850
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,deberes ocasionales,55,851
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,Tareas diarias,329,852
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,responsabilidades habituales,403,853
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,asignaciones regulares,298,854
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,responsabilidades habituales,216,855
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,226,856
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,recados semanales,123,857
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,481,858
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,deberes ocasionales,355,859
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,471,860
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,responsabilidades habituales,170,861
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,Tareas diarias,357,862
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,metas anuales,2,863
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,metas anuales,414,864
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,Tareas diarias,37,865
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,Tareas diarias,371,866
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,8,867
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,Tareas diarias,207,868
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,obligaciones frecuentes,439,869
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,391,870
Inspeccionar las bandas transportadoras en busca de desgaste,Ingeniero de Mantenimiento Preventivo,metas anuales,135,871
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,Tareas diarias,436,872
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,responsabilidades habituales,249,873
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,asignaciones regulares,136,874
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,401,875
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,93,876
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,deberes ocasionales,156,877
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,Tareas diarias,431,878
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,deberes ocasionales,289,879
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,obligaciones frecuentes,319,880
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,recados semanales,396,881
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,437,882
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,responsabilidades habituales,350,883
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,metas anuales,412,884
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,recados semanales,148,885
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,metas anuales,36,886
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,178,887
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,309,888
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,275,889
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,132,890
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,asignaciones regulares,84,891
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,482,892
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,233,893
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,deberes ocasionales,481,894
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,asignaciones regulares,245,895
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,deberes ocasionales,276,896
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,recados semanales,26,897
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,metas anuales,22,898
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,deberes ocasionales,414,899
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,responsabilidades habituales,437,900
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,334,901
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,obligaciones frecuentes,420,902
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,responsabilidades habituales,36,903
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,obligaciones frecuentes,240,904
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,asignaciones regulares,408,905
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,deberes ocasionales,373,906
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,71,907
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,metas anuales,184,908
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,76,909
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,responsabilidades habituales,418,910
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,deberes ocasionales,296,911
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,120,912
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,454,913
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,Tareas diarias,408,914
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,Tareas diarias,229,915
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,recados semanales,86,916
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,responsabilidades habituales,445,917
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,473,918
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,61,919
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,Tareas diarias,482,920
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,obligaciones frecuentes,52,921
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,358,922
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,responsabilidades habituales,326,923
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,457,924
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,311,925
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,323,926
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,308,927
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,asignaciones regulares,145,928
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,obligaciones frecuentes,275,929
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,obligaciones frecuentes,307,930
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,metas anuales,140,931
Probar los botones de parada de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,415,932
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,recados semanales,161,933
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,obligaciones frecuentes,464,934
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,deberes ocasionales,45,935
Probar los botones de parada de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,37,936
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,Tareas diarias,294,937
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,deberes ocasionales,18,938
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,recados semanales,72,939
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,293,940
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,asignaciones regulares,45,941
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,deberes ocasionales,99,942
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,recados semanales,199,943
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,asignaciones regulares,202,944
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,459,945
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,303,946
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,recados semanales,114,947
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,335,948
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,deberes ocasionales,208,949
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,asignaciones regulares,12,950
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,185,951
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,27,952
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,obligaciones frecuentes,75,953
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,asignaciones regulares,193,954
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,obligaciones frecuentes,109,955
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,metas anuales,177,956
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,411,957
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,recados semanales,228,958
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,recados semanales,222,959
Inspeccionar las bandas transportadoras en busca de desgaste,Ingeniero de Mantenimiento Preventivo,Tareas diarias,74,960
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,recados semanales,495,961
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,413,962
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,Tareas diarias,114,963
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,responsabilidades habituales,108,964
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,asignaciones regulares,106,965
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,159,966
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,deberes ocasionales,284,967
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,deberes ocasionales,67,968
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,478,969
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,metas anuales,174,970
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,322,971
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,Tareas diarias,453,972
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,responsabilidades habituales,120,973
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,responsabilidades habituales,296,974
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,asignaciones regulares,79,975
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,responsabilidades habituales,59,976
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,asignaciones regulares,71,977
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,325,978
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,metas anuales,30,979
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,asignaciones regulares,437,980
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,Tareas diarias,396,981
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,recados semanales,365,982
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,recados semanales,474,983
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,270,984
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,asignaciones regulares,173,985
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,145,986
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,281,987
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,obligaciones frecuentes,82,988
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,recados semanales,416,989
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,deberes ocasionales,399,990
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,metas anuales,490,991
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,asignaciones regulares,51,992
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,obligaciones frecuentes,243,993
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,responsabilidades habituales,309,994
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,metas anuales,232,995
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,metas anuales,171,996
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,responsabilidades habituales,288,997
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,Tareas diarias,149,998
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,recados semanales,155,999
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,161,1000
