id_informe_iperc,id_proceso,fecha_registro,fecha_act_sup,fecha_act_seg,unidad_minera,area
914,914,2024-10-31,2024-03-08,2024-01-18,San Gabriel,MTTO. EQUIPOS
915,915,2024-09-03,2024-01-08,2024-01-30,Colquijirca,MTTO. EQUIPOS
916,916,2024-05-12,2024-01-26,2024-04-14,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
917,917,2024-06-03,2024-03-09,2024-06-17,Julcani,MANTTO DE EQUIPOS TRACKLESS
918,918,2024-03-07,2024-06-28,2024-11-04,El Faique,MTTO. EQUIPOS
919,919,2024-04-22,2024-05-15,2023-12-26,Julcani,MTTO. SERVICIOS
920,920,2024-09-29,2024-04-12,2024-04-30,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
921,921,2024-08-21,2024-08-25,2024-02-15,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
922,922,2024-09-20,2023-12-06,2024-04-29,La Zanja,MTTO. EQUIPOS
923,923,2024-10-19,2024-04-06,2024-06-23,Yumpag,MTTO.ELECTRICO
924,924,2024-04-28,2024-08-03,2023-12-16,La Zanja,MTTO. SERVICIOS
925,925,2024-05-07,2024-11-04,2024-11-02,El Faique,MTTO. EQUIPOS
926,926,2024-09-14,2024-01-09,2024-05-01,La Zanja,MANTTO DE EQUIPOS TRACKLESS
927,927,2024-07-01,2024-10-07,2024-09-25,Tambomayo,MTTO.ELECTRICO
928,928,2024-01-24,2024-10-25,2023-12-27,Río Seco,MANTTO DE EQUIPOS TRACKLESS
929,929,2024-10-02,2024-06-20,2024-02-03,El Faique,MTTO. EQUIPOS
930,930,2024-06-06,2024-06-03,2024-01-22,Yumpag,MTTO. EQUIPOS
931,931,2023-11-15,2024-01-23,2024-02-20,San Gabriel,MTTO. EQUIPOS
932,932,2024-02-10,2024-10-12,2024-04-14,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
933,933,2024-05-20,2024-10-28,2024-09-24,Río Seco,MANTTO DE EQUIPOS TRACKLESS
934,934,2023-11-26,2024-08-12,2024-10-30,Orcopampa,MTTO.ELECTRICO
935,935,2023-11-27,2024-08-05,2024-06-13,Julcani,MTTO. PLANTA
936,936,2024-06-04,2023-11-14,2024-10-29,Colquijirca,MTTO. EQUIPOS
937,937,2023-11-09,2024-02-22,2024-02-16,Colquijirca,MTTO. SERVICIOS
938,938,2023-12-28,2024-02-14,2024-10-14,Julcani,MTTO. PLANTA
939,939,2023-11-16,2023-11-27,2024-09-23,Río Seco,MTTO. EQUIPOS
940,940,2024-07-08,2024-07-04,2024-03-28,Yumpag,MANTTO DE EQUIPOS TRACKLESS
941,941,2024-07-26,2024-01-29,2024-07-24,Julcani,MANTTO DE EQUIPOS TRACKLESS
942,942,2024-09-15,2024-10-27,2024-05-10,Colquijirca,MTTO.ELECTRICO
943,943,2024-09-30,2024-09-20,2024-03-20,San Gabriel,MTTO. EQUIPOS
944,944,2024-09-26,2024-08-14,2024-08-04,Julcani,MTTO. SERVICIOS
945,945,2024-02-18,2023-11-30,2024-04-16,Colquijirca,MTTO.ELECTRICO
946,946,2024-10-29,2024-06-15,2024-06-26,El Faique,MANTTO DE EQUIPOS TRACKLESS
947,947,2024-04-15,2024-08-19,2024-06-07,Colquijirca,MTTO.ELECTRICO
948,948,2024-08-19,2024-04-26,2024-03-02,Colquijirca,MTTO. EQUIPOS
949,949,2024-06-02,2024-06-09,2024-09-13,Colquijirca,MTTO.ELECTRICO
950,950,2024-09-12,2024-03-24,2024-03-29,Orcopampa,MTTO. EQUIPOS
951,951,2023-12-16,2024-06-14,2024-07-23,San Gabriel,MTTO. SERVICIOS
952,952,2024-02-20,2024-10-17,2024-08-26,La Zanja,MTTO. SERVICIOS
953,953,2023-11-19,2024-09-30,2024-04-02,Julcani,MTTO. PLANTA
954,954,2024-02-02,2023-12-27,2024-06-18,Colquijirca,MTTO. EQUIPOS
955,955,2023-12-17,2023-11-07,2024-08-30,Huanzala,MTTO. SERVICIOS
956,956,2024-06-07,2024-04-26,2024-08-27,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
957,957,2024-10-05,2024-01-08,2024-09-24,Río Seco,MANTTO DE EQUIPOS TRACKLESS
958,958,2024-04-03,2023-11-22,2023-12-21,Colquijirca,MTTO. SERVICIOS
959,959,2024-08-11,2024-03-17,2024-05-23,Orcopampa,MTTO. SERVICIOS
960,960,2024-06-15,2024-08-21,2024-09-08,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
961,961,2024-07-01,2024-02-19,2024-04-22,Orcopampa,MTTO. EQUIPOS
962,962,2024-03-04,2024-05-10,2024-02-26,Uchucchacua,MTTO. EQUIPOS
963,963,2024-03-03,2023-11-16,2024-09-03,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
964,964,2024-02-26,2024-10-23,2024-01-26,San Gabriel,MTTO. EQUIPOS
965,965,2024-02-14,2024-02-28,2024-01-01,Huanzala,MTTO. SERVICIOS
966,966,2024-10-18,2024-01-01,2024-09-19,Río Seco,MANTTO DE EQUIPOS TRACKLESS
967,967,2023-11-19,2024-07-05,2024-03-05,Colquijirca,MTTO. PLANTA
968,968,2023-11-09,2024-02-26,2024-04-04,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
969,969,2024-08-05,2024-10-05,2023-11-10,Huanzala,MTTO. EQUIPOS
970,970,2023-11-10,2024-11-01,2023-12-08,Orcopampa,MTTO. EQUIPOS
971,971,2024-08-09,2024-10-17,2024-01-25,Río Seco,MANTTO DE EQUIPOS TRACKLESS
972,972,2024-03-06,2024-11-04,2023-11-09,Yumpag,MANTTO DE EQUIPOS TRACKLESS
973,973,2023-12-16,2024-09-15,2024-07-11,El Faique,MTTO. PLANTA
974,974,2024-04-04,2023-12-29,2024-07-16,Huanzala,MTTO. PLANTA
975,975,2023-12-13,2024-05-20,2024-01-01,La Zanja,MTTO. PLANTA
976,976,2024-06-12,2024-07-02,2024-10-08,Colquijirca,MTTO.ELECTRICO
977,977,2024-10-04,2024-07-10,2024-03-04,Uchucchacua,MTTO.ELECTRICO
978,978,2024-01-30,2024-10-12,2024-01-01,Colquijirca,MTTO. SERVICIOS
979,979,2024-05-16,2024-10-31,2024-06-25,Yumpag,MANTTO DE EQUIPOS TRACKLESS
980,980,2024-07-07,2024-05-27,2024-10-19,Colquijirca,MTTO. SERVICIOS
981,981,2024-09-14,2024-06-08,2024-05-08,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
982,982,2023-11-12,2024-05-01,2024-07-21,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
983,983,2024-09-23,2024-02-26,2023-11-17,San Gabriel,MTTO. EQUIPOS
984,984,2024-07-15,2024-09-04,2024-04-05,La Zanja,MTTO. PLANTA
985,985,2024-04-14,2024-10-21,2024-09-10,Julcani,MTTO.ELECTRICO
986,986,2024-09-23,2024-01-27,2024-06-30,La Zanja,MTTO.ELECTRICO
987,987,2023-12-23,2024-04-20,2024-07-13,San Gabriel,MTTO. EQUIPOS
988,988,2024-08-05,2024-01-18,2024-03-15,Julcani,MTTO. PLANTA
989,989,2024-07-15,2024-07-06,2024-07-29,La Zanja,MTTO. SERVICIOS
990,990,2024-08-09,2024-02-14,2023-12-07,San Gabriel,MTTO. PLANTA
991,991,2024-02-06,2024-10-18,2024-07-08,Tambomayo,MTTO. PLANTA
992,992,2024-01-14,2024-05-28,2024-05-16,Río Seco,MTTO. EQUIPOS
993,993,2023-12-14,2024-05-28,2024-02-21,Julcani,MTTO. EQUIPOS
994,994,2024-10-12,2024-08-20,2023-12-10,Orcopampa,MTTO. EQUIPOS
995,995,2023-11-29,2024-02-19,2024-06-27,Yumpag,MTTO. EQUIPOS
996,996,2024-05-20,2024-09-16,2024-07-30,Huanzala,MTTO.ELECTRICO
997,997,2024-08-14,2024-05-07,2023-11-26,San Gabriel,MTTO. PLANTA
998,998,2024-03-02,2024-08-12,2024-07-06,El Faique,MTTO.ELECTRICO
999,999,2024-09-30,2024-04-29,2023-12-29,Yumpag,MTTO. EQUIPOS
1000,1000,2024-09-29,2024-04-08,2023-12-18,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
