Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_tarea,Id_actividad,id_tarea,id_actividad
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,4,100,726,135
Revisar las salidas de emergencia para detectar obstrucciones,Coordinador de Mantenimiento,obligaciones frecuentes,86,279,727,135
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,43,174,728,135
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,asignaciones regulares,278,272,729,135
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,metas anuales,164,32,730,135
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,218,194,731,135
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,289,10,732,135
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,278,65,733,136
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,deberes ocasionales,39,208,734,136
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,asignaciones regulares,244,181,735,136
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,recados semanales,116,144,736,136
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,obligaciones frecuentes,209,145,737,136
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,112,174,738,137
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,obligaciones frecuentes,281,263,739,137
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,recados semanales,161,266,740,137
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,249,204,741,137
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,asignaciones regulares,7,174,742,137
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,asignaciones regulares,100,282,743,137
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,metas anuales,188,231,744,137
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,responsabilidades habituales,55,72,745,137
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,68,158,746,137
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,obligaciones frecuentes,181,186,747,138
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,recados semanales,231,131,748,138
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,Tareas diarias,216,2,749,138
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,metas anuales,194,266,750,138
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,228,80,751,138
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,183,292,752,138
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,167,256,753,138
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,obligaciones frecuentes,30,247,754,138
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,obligaciones frecuentes,202,162,755,138
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,recados semanales,23,196,756,138
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,56,201,757,139
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,254,191,758,139
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,recados semanales,286,166,759,139
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,obligaciones frecuentes,297,184,760,139
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,responsabilidades habituales,37,34,761,139
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,metas anuales,30,105,762,140
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,asignaciones regulares,297,217,763,140
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,asignaciones regulares,138,4,764,141
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,51,175,765,141
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,metas anuales,32,245,766,141
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,92,139,767,141
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,7,278,768,141
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,222,123,769,141
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,Tareas diarias,198,21,770,142
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,asignaciones regulares,23,227,771,142
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,178,200,772,142
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,responsabilidades habituales,103,266,773,142
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,89,221,774,142
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,deberes ocasionales,130,177,775,142
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,responsabilidades habituales,288,132,776,142
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,metas anuales,58,19,777,142
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,recados semanales,92,23,778,143
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,responsabilidades habituales,130,28,779,143
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,284,56,780,143
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,deberes ocasionales,157,254,781,143
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,Tareas diarias,158,73,782,143
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,264,237,783,143
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,deberes ocasionales,286,134,784,143
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,recados semanales,94,250,785,144
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,asignaciones regulares,272,246,786,144
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,283,196,787,144
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,18,278,788,144
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,271,184,789,144
Probar la iluminacion de emergencia para verificar su funcionalidad,Gerente de Instalaciones,metas anuales,9,272,790,144
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,obligaciones frecuentes,40,130,791,144
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,asignaciones regulares,271,121,792,144
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,Tareas diarias,200,262,793,144
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,obligaciones frecuentes,92,212,794,145
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,Tareas diarias,212,232,795,145
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,obligaciones frecuentes,270,52,796,145
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,135,129,797,145
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,obligaciones frecuentes,281,234,798,145
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,217,160,799,145
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,17,263,800,145
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,184,231,801,145
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,26,259,802,146
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,metas anuales,259,139,803,146
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,recados semanales,36,244,804,146
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,obligaciones frecuentes,237,169,805,146
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,62,118,806,146
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,7,107,807,146
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,metas anuales,112,263,808,146
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,85,95,809,146
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,Tareas diarias,209,19,810,146
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,64,51,811,147
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,recados semanales,51,168,812,147
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,responsabilidades habituales,121,113,813,147
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,recados semanales,9,11,814,147
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,asignaciones regulares,271,199,815,148
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,deberes ocasionales,69,34,816,148
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,metas anuales,54,54,817,148
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,obligaciones frecuentes,12,208,818,148
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,metas anuales,187,138,819,148
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,146,254,820,149
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,obligaciones frecuentes,155,186,821,149
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,106,98,822,149
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,33,136,823,149
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,metas anuales,132,261,824,149
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,recados semanales,135,181,825,149
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,195,123,826,149
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,deberes ocasionales,221,241,827,149
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,obligaciones frecuentes,12,52,828,149
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,asignaciones regulares,281,292,829,150
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,recados semanales,154,40,830,150
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,Tareas diarias,18,124,831,150
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,metas anuales,156,96,832,150
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,Tareas diarias,186,292,833,150
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,197,296,834,150
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,recados semanales,115,141,835,150
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,asignaciones regulares,9,231,836,151
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,Tareas diarias,134,210,837,151
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,responsabilidades habituales,157,68,838,151
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,deberes ocasionales,283,123,839,151
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,asignaciones regulares,219,261,840,151
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,Tareas diarias,110,24,841,151
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,16,94,842,151
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,recados semanales,296,299,843,151
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,121,74,844,151
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,recados semanales,213,30,845,152
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,asignaciones regulares,32,193,846,152
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,deberes ocasionales,187,217,847,152
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,asignaciones regulares,148,240,848,152
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,recados semanales,143,265,849,152
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,175,134,850,153
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,deberes ocasionales,7,239,851,153
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,Tareas diarias,179,20,852,153
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,responsabilidades habituales,55,236,853,153
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,asignaciones regulares,266,134,854,153
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,responsabilidades habituales,246,7,855,154
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,152,85,856,154
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,recados semanales,35,161,857,155
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,obligaciones frecuentes,264,72,858,155
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,deberes ocasionales,100,287,859,155
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,responsabilidades habituales,268,164,860,155
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,responsabilidades habituales,153,181,861,155
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,Tareas diarias,87,102,862,155
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,metas anuales,292,143,863,156
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,metas anuales,67,3,864,156
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,Tareas diarias,167,300,865,156
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,Tareas diarias,285,222,866,156
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,190,288,867,156
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,Tareas diarias,86,86,868,156
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,obligaciones frecuentes,160,25,869,156
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,187,207,870,156
Inspeccionar las bandas transportadoras en busca de desgaste,Ingeniero de Mantenimiento Preventivo,metas anuales,250,245,871,157
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,Tareas diarias,104,188,872,157
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,responsabilidades habituales,194,159,873,157
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,asignaciones regulares,243,93,874,158
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,metas anuales,253,21,875,158
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,171,105,876,158
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,deberes ocasionales,55,43,877,158
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,Tareas diarias,173,21,878,158
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,deberes ocasionales,186,261,879,159
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,obligaciones frecuentes,195,27,880,159
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,recados semanales,24,156,881,159
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,101,38,882,159
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,responsabilidades habituales,215,103,883,159
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,metas anuales,242,50,884,159
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,recados semanales,294,78,885,160
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,metas anuales,127,119,886,160
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,165,29,887,160
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,136,97,888,160
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,250,249,889,160
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,18,68,890,160
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,asignaciones regulares,284,260,891,160
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,119,285,892,161
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,96,30,893,161
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,deberes ocasionales,186,67,894,161
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,asignaciones regulares,145,123,895,161
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,deberes ocasionales,239,99,896,161
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,recados semanales,243,101,897,161
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,metas anuales,247,267,898,161
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,deberes ocasionales,144,26,899,162
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,responsabilidades habituales,15,138,900,162
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,102,170,901,162
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,obligaciones frecuentes,188,23,902,162
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,responsabilidades habituales,219,267,903,162
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,obligaciones frecuentes,277,9,904,162
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,asignaciones regulares,25,236,905,162
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,deberes ocasionales,130,48,906,163
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,105,254,907,163
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,metas anuales,136,190,908,163
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,260,234,909,163
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,responsabilidades habituales,165,39,910,164
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,deberes ocasionales,44,211,911,164
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,263,70,912,164
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,80,132,913,164
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Gerente de Instalaciones,Tareas diarias,186,24,914,164
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,Tareas diarias,217,117,915,164
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,recados semanales,16,130,916,165
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,responsabilidades habituales,253,59,917,165
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,41,226,918,165
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,metas anuales,83,108,919,165
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,Tareas diarias,97,172,920,165
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,obligaciones frecuentes,92,84,921,165
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,49,276,922,165
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,responsabilidades habituales,158,208,923,165
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,38,210,924,165
Revisar las salidas de emergencia para detectar obstrucciones,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,70,158,925,165
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,161,293,926,166
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,metas anuales,104,244,927,166
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,asignaciones regulares,36,223,928,166
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,obligaciones frecuentes,156,186,929,166
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,obligaciones frecuentes,91,294,930,166
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,metas anuales,175,198,931,166
Probar los botones de parada de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,deberes ocasionales,206,29,932,167
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,recados semanales,31,155,933,168
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,obligaciones frecuentes,202,177,934,168
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,deberes ocasionales,154,286,935,168
Probar los botones de parada de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,107,229,936,168
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,Tareas diarias,107,37,937,168
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,deberes ocasionales,133,35,938,168
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,recados semanales,80,235,939,168
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,134,156,940,168
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,asignaciones regulares,218,30,941,169
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,deberes ocasionales,197,109,942,169
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,recados semanales,286,260,943,169
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,asignaciones regulares,6,74,944,169
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,13,12,945,170
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,responsabilidades habituales,86,12,946,170
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,recados semanales,119,39,947,170
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,40,70,948,170
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,deberes ocasionales,164,149,949,170
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,asignaciones regulares,29,55,950,170
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,257,214,951,170
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,165,295,952,171
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,obligaciones frecuentes,205,194,953,172
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,asignaciones regulares,21,45,954,172
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,obligaciones frecuentes,288,289,955,172
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,metas anuales,180,46,956,172
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,38,143,957,172
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,recados semanales,163,299,958,172
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,recados semanales,77,212,959,172
Inspeccionar las bandas transportadoras en busca de desgaste,Ingeniero de Mantenimiento Preventivo,Tareas diarias,275,265,960,173
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,recados semanales,257,296,961,173
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,deberes ocasionales,125,225,962,173
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,Tareas diarias,16,275,963,173
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,responsabilidades habituales,99,24,964,173
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,asignaciones regulares,135,199,965,173
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,192,188,966,173
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,deberes ocasionales,44,121,967,173
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,deberes ocasionales,95,243,968,173
